experiment,case,data_seed,m_constraints,family,selection,strictly_reliable,reliability_code,normalizer_reliable,reference_reliable,reference_method,reference_rhat_max,reference_ess_min,vi_converged,vi_failure_reason,selected_validation_elbo,selected_normalized_gradient,method,reverse_kl,reverse_kl_se,forward_kl,forward_kl_se,tv,tv_se,validation_elbo,normalized_gradient,converged,wall_time_seconds,jacobian_log_q01,jacobian_log_q50,jacobian_log_q99,minimum_derivative,average_marginal_w1,sliced_w1,mean_relative_error,covariance_relative_error,normalized_reverse_kl
capacity_extended,log,4,10,rank4,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,normalized_gradient,-14.8358527084509,2.764449680539054,CTVGP,14.206888127699816,0.0060606594729924555,350711.7421861056,4496.27078871101,0.9999819143690302,5.179671383796444e-06,-14.8358527084509,2.764449680539054,False,16.963259800104424,-2.2277511596743964,-1.3005816062332263,-0.45798357425260816,0.06189274025885692,0.01880394857218965,0.018564615611989264,0.012328564404343288,0.6953463781256624,1.4206888127699817
capacity_extended,log,4,10,full,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,normalized_gradient,-6.297556461792759,2.097923664645538,CTVGP,6.068650361584511,0.00859030695886789,14368.366684713805,862.3337083821501,0.984485992687608,0.0003463265981231526,-6.297556461792759,2.097923664645538,False,14.242518900195137,-2.261267447005292,-1.2925926205851934,-0.4554942861164823,0.034737786073011735,0.01721958014630242,0.01777755126370284,0.01618566693600612,0.6171373448763471,0.6068650361584511
capacity_extended,log,4,20,diag,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,normalized_gradient,-52.241576490847024,2.7029726940641567,CTVGP,51.22003629533055,0.006888824937750247,144014558.80479196,827008.5899818983,1.0,0.0,-52.241576490847024,2.7029726940641567,False,52.38701059995219,-1.9729443307598502,-1.3228898249553864,-0.5152023294173979,0.14942847086203856,0.042605482656377654,0.04125844284562442,0.014434675510469274,0.9999999264120772,2.5610018147665277
capacity_extended,log,4,20,rank2,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,normalized_gradient,-36.16951132127494,1.1825028585944029,CTVGP,35.71774911482541,0.006408377175997734,52599668.814051725,343250.02219335444,0.9999999999999889,2.3941924839367385e-15,-36.16951132127494,1.1825028585944029,False,55.842394299805164,-1.9765470678773949,-1.3768648708709021,-0.4587490827660242,0.07468127161672392,0.02323198206160856,0.02277204680192951,0.03093111766734292,0.7132112884399512,1.7858874557412705
capacity_extended,log,4,20,rank4,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,normalized_gradient,-27.490620719256725,2.8751507166522017,CTVGP,24.35909837029768,0.010518398308718629,11845786.079503266,90758.04479817918,0.9999999315413414,6.066923503266448e-08,-27.490620719256725,2.8751507166522017,False,47.52603060007095,-2.176113436134848,-1.3593388917419102,-0.47301868226640464,0.0535637929577187,0.02442502316785298,0.021978747428083593,0.035360169435718236,0.7332668281468389,1.217954918514884
capacity_extended,log,4,20,full,best_unconverged_validation_elbo,False,U_VI,True,True,rejection,1.0,30000.0,False,"validation_plateau,normalized_gradient",-27.40050911662715,17.47999982925334,CTVGP,20.65175345909517,0.06768637857011832,179763.27053035673,11157.028311346148,0.9970731064600165,0.00016966125624379678,-27.40050911662715,17.47999982925334,False,33.45047940011136,-2.1911396214057386,-1.3191493103961531,-0.4694118392686853,0.03555687351306689,0.016539978004323087,0.014361229212762856,0.009276819679225725,0.5947480459419578,1.0325876729547585
capacity_extended,log,4,5,diag,best_converged_validation_elbo,True,OK,True,True,rejection,1.0,30000.0,True,,-1.376972362665761,8.058528413608954e-05,CTVGP,1.3375527464462527,0.005062445198741263,3.725743601253062,0.04740704631415295,0.5922389083127289,0.001537097839736026,-1.376972362665761,8.058528413608954e-05,True,1.0918576999101788,-2.4777354386371706,-1.3370241455881198,-0.4473569599881498,0.027772212560585985,0.017476915677488374,0.016239259664225562,0.0005199427603769856,0.6144932544091697,0.26751054928925055
capacity_extended,log,4,5,rank2,best_converged_validation_elbo,True,OK,True,True,rejection,1.0,30000.0,True,,-0.3899072893551869,0.00015706965622469524,CTVGP,0.34547380999429134,0.0026044749045041385,1.202061307333907,0.03663773707914967,0.29219137337977963,0.0012365899003958262,-0.3899072893551869,0.00015706965622469524,True,3.0063686999492347,-2.554743297959092,-1.3275173133775073,-0.42841527583626554,0.026865443782795456,0.006456297654016334,0.006208469556557441,0.0024853336163278956,0.2482103942961342,0.06909476199885826
capacity_extended,log,4,5,rank4,best_converged_validation_elbo,True,OK,True,True,rejection,1.0,30000.0,True,,-0.2512623757889092,0.0007955968917424843,CTVGP,0.21426992776231135,0.002007359944870235,0.9630454875538925,0.03476971236594463,0.2173235739035279,0.0010912878501842971,-0.2512623757889092,0.0007955968917424843,True,5.662279799813405,-2.6015912395937715,-1.326435268672478,-0.4255993455529404,0.02586322905612248,0.005468172861609525,0.0038202177691099523,0.004688754802156836,0.14436916439125888,0.04285398555246227
capacity_extended,log,4,5,full,best_converged_validation_elbo,True,OK,True,True,rejection,1.0,30000.0,True,,-0.25290749604474905,0.0007374919872230959,CTVGP,0.21735778305611414,0.002008478356402538,0.9713298437711793,0.03499262015634487,0.2176730740182867,0.0010897419046083385,-0.25290749604474905,0.0007374919872230959,True,1.4889108000788838,-2.593798685417838,-1.3261245872339542,-0.42598113269774435,0.02825112851013296,0.005362449980878993,0.0042274013286600085,0.0037673381676966797,0.14498067147128701,0.04347155661122283
capacity_extended,sigmoid,0,10,diag,best_converged_validation_elbo,True,OK,True,True,coordinate_gibbs,1.0001038977957988,25924.62546324774,True,,-24.46113965737012,0.0019695559620934327,CTVGP,1.337005406970345,0.007080918069368862,3.535195540389188,0.03223427675054804,0.5987973876848152,0.0015874036221026444,-24.46113965737012,0.0019695559620934327,True,7.609024400124326,-5.790791908698829,-3.4054642216556377,-0.09560367018643398,0.0004066906912325968,0.011671540799594256,0.01284402965453586,0.005306967999521015,0.6596266095398069,0.1337005406970345
capacity_extended,sigmoid,0,10,rank2,best_converged_validation_elbo,True,OK,True,True,coordinate_gibbs,1.0001038977957988,25924.62546324774,True,,-24.05593502920351,0.0014751226343899515,CTVGP,0.9044421106371168,0.006182195155360961,2.8147899774050162,0.030235075343906032,0.5064530668063261,0.0016181536512111464,-24.05593502920351,0.0014751226343899515,True,6.636746300151572,-5.803525015992976,-3.4004478279713597,-0.08965593680640155,0.00028814113756070887,0.0058191932127162095,0.00321203838366581,0.004456345202158637,0.048089489594132256,0.09044421106371167
capacity_extended,sigmoid,0,10,rank4,best_converged_validation_elbo,True,OK,True,True,coordinate_gibbs,1.0001038977957988,25924.62546324774,True,,-23.944123896788668,0.006525923661859849,CTVGP,0.8036307561941101,0.006163405741902534,2.604772234476405,0.029598312132687096,0.4854057913749769,0.0015737718641109799,-23.944123896788668,0.006525923661859849,True,8.845877000130713,-5.809940975143169,-3.4038767273478974,-0.08969670428146571,0.00034024075964581653,0.0056523065084107624,0.003147634980560384,0.004144359896399173,0.03989343763583399,0.080363075619411
capacity_extended,sigmoid,0,10,full,best_converged_validation_elbo,True,OK,True,True,coordinate_gibbs,1.0001038977957988,25924.62546324774,True,,-23.904762958800127,0.004264766260806801,CTVGP,0.7634681013294937,0.005637685064690617,2.7312060964706335,0.03186676395886207,0.4826041980961777,0.0015545846783822303,-23.904762958800127,0.004264766260806801,True,8.626571499975398,-5.815985228638983,-3.3908466112589073,-0.08979475779142435,0.0002102564350308658,0.0054078029152339275,0.003526258307445434,0.0032886352748768386,0.04231909724658426,0.07634681013294937
capacity_extended,sigmoid,0,20,diag,best_unconverged_validation_elbo,False,U_REF+U_VI,True,False,coordinate_gibbs,6.113604854205781,175.8822289808474,False,normalized_gradient,-88.03209036042036,0.1427176333425657,CTVGP,48.81327153544974,0.03078882929395154,600989.8897710561,1082.5759327587355,1.0,4.601622643402484e-17,-88.03209036042036,0.1427176333425657,False,49.62078449991532,-6.912746365502224,-4.511479473070334,-0.11565608877240242,0.000665596913933063,0.06859443676067399,0.0795323979229445,0.13704484457101077,0.9936853073392541,2.4406635767724874
