family,rank,map,map_scale,validation_elbo,normalized_gradient,adam_steps,lbfgs_iterations,wall_time_seconds,plateau_passed,gradient_passed,independent_elbo_1,independent_elbo_1_se,independent_elbo_2,independent_elbo_2_se,independent_agreement_passed,converged,failure_reason,initialization,selected,experiment,case,data_seed,m_constraints,restart
rank2,2,softplus,1.0,-7.586011733694996,0.0014484429349474184,8000,90,9.051528099924326,True,True,-7.570419073651094,0.013231749114172133,-7.57973568173138,0.015169458171104266,True,True,,independent,False,main,sigmoid,4,5,1
rank2,2,softplus,1.0,-7.583610062372159,0.0004097648949182455,7800,66,8.771256499923766,True,True,-7.597321209627305,0.014622547870410533,-7.594757108135161,0.01668713345373013,True,True,,independent,True,main,sigmoid,4,5,2
rank2,2,softplus,1.0,-7.289313666808807,0.0005491565805877981,6000,56,7.243548800004646,True,True,-7.293794115456272,0.013779680658842835,-7.257120824371615,0.012260621466439876,True,True,,independent,True,main,sigmoid,5,5,0
rank2,2,softplus,1.0,-7.2975124534980615,0.0014812545088691063,5600,74,6.687720600049943,True,True,-7.293493003434591,0.014538489209757715,-7.277912099166596,0.011489285768161597,True,True,,independent,False,main,sigmoid,5,5,1
rank2,2,softplus,1.0,-7.294462753826561,0.0018839997368128851,6400,68,7.423660299973562,True,True,-7.3048370995303,0.014732253027299943,-7.283964630646287,0.012856743000694743,True,True,,independent,False,main,sigmoid,5,5,2
rank2,2,softplus,1.0,-4.732857735758692,0.005658860942133407,3000,111,5.522125600138679,True,True,-4.735905489449904,0.009234700983305706,-4.729496953894953,0.009153712354005746,True,True,,independent,True,main,sigmoid,6,5,0
rank2,2,softplus,1.0,-4.736502923660791,0.0007402016297613809,2600,66,3.677847399841994,True,True,-4.742024352112555,0.009555654985136565,-4.71693945607285,0.009344365741171364,True,True,,independent,False,main,sigmoid,6,5,1
rank2,2,softplus,1.0,-4.734376252144061,0.00024568253581668735,3000,81,4.306642800103873,True,True,-4.719660559072729,0.008746719493937438,-4.74349505109782,0.009144351098957903,True,True,,independent,False,main,sigmoid,6,5,2
rank2,2,softplus,1.0,-5.327205879055954,0.00042373774751205604,4000,90,5.251286200014874,True,True,-5.300728002893564,0.0105596481428738,-5.328857786466163,0.010912430688017281,True,True,,independent,True,main,sigmoid,7,5,0
rank2,2,softplus,1.0,-5.329779855795014,0.0005265941195041538,4200,145,6.537564600119367,True,True,-5.3051539899090585,0.009843042262677097,-5.355684619145988,0.011501446740029512,False,False,independent_elbo_agreement,independent,False,main,sigmoid,7,5,1
rank2,2,softplus,1.0,-5.3302017983039445,0.0012588196196471908,4200,91,5.281366099836305,True,True,-5.324479518995142,0.011537989189873529,-5.324679570139841,0.010844027738422825,True,True,,independent,False,main,sigmoid,7,5,2
rank2,2,softplus,1.0,-5.649295229780261,0.0015574467621557082,5600,89,8.433011499932036,True,True,-5.634483310247711,0.013855914125887424,-5.640374329561665,0.014629336737958732,True,True,,independent,False,main,sigmoid,8,5,0
rank2,2,softplus,1.0,-5.626982088377604,0.0010830782253030303,8000,90,11.00979940011166,True,True,-5.619070594658183,0.012943330328004361,-5.624662093548494,0.012026058907867369,True,True,,independent,True,main,sigmoid,8,5,1
rank2,2,softplus,1.0,-5.628941883592109,0.0013324838434317747,8000,77,10.91627710009925,True,True,-5.644452311769897,0.013223704223225396,-5.608743171520822,0.013150849214135922,True,True,,independent,False,main,sigmoid,8,5,2
rank2,2,softplus,1.0,-6.047150124047842,0.00289562662250273,2600,113,4.529552599880844,True,True,-6.0652670061807115,0.011231172245087193,-6.050312411932199,0.012064233466632098,True,True,,independent,False,main,sigmoid,9,5,0
rank2,2,softplus,1.0,-6.044433588149923,0.0031844852947495905,3000,70,4.627825699979439,True,True,-6.053617924787025,0.011068312800488683,-6.053510062127661,0.011726833907007128,True,True,,independent,True,main,sigmoid,9,5,1
rank2,2,softplus,1.0,-6.04538317899138,0.0006212651988894334,2600,79,4.034880999941379,True,True,-6.041617531728194,0.010187067312565681,-6.05794792321041,0.01024304847653852,True,True,,independent,False,main,sigmoid,9,5,2
