family,rank,map,map_scale,validation_elbo,normalized_gradient,adam_steps,lbfgs_iterations,wall_time_seconds,plateau_passed,gradient_passed,independent_elbo_1,independent_elbo_1_se,independent_elbo_2,independent_elbo_2_se,independent_agreement_passed,converged,failure_reason,initialization,selected,experiment,case,data_seed,m_constraints,derivative_scale,restart
rank2,2,softplus,1.0,-9.028480400649208,0.0026611446324861206,4000,58,5.205449800007045,True,True,-8.999774108432682,0.010254812861685234,-9.058497418018153,0.011582784257362653,False,False,independent_elbo_agreement,independent,False,map,sigmoid,0,5,0.15512848235426513,1
rank2,2,softplus,1.0,-9.026700375494409,0.0008291629337682619,4000,126,7.506851200014353,True,True,-9.012214765272457,0.011578049343749904,-9.033240195655722,0.011048012165798652,True,True,,independent,False,map,sigmoid,0,5,0.15512848235426513,2
rank2,2,exp,1.0,-9.15143922892678,0.0028750235295214735,8000,64,7.5109796999022365,True,True,-9.134726642288127,0.014777673598188965,-9.150187943859965,0.014553475328217156,True,True,,independent,False,map,sigmoid,0,5,0.15512848235426513,0
rank2,2,exp,1.0,-9.14451869731627,0.00479953552868629,7800,100,7.885923599824309,True,True,-9.120595918739909,0.012952227695097898,-9.122912454842941,0.01261005723868736,True,True,,independent,True,map,sigmoid,0,5,0.15512848235426513,1
rank2,2,exp,1.0,-9.152383517479016,0.0054528728642565145,7800,45,7.0243335999548435,True,True,-9.158034109950652,0.01843085788194408,-9.159196460432629,0.01469940712488134,True,True,,independent,False,map,sigmoid,0,5,0.15512848235426513,2
rank2,2,squareplus,0.03878212058856628,-8.79452389178831,0.0010729037516364617,800,69,2.2064155999105424,True,True,-8.795928745298387,0.00546376299172843,-8.796336749549354,0.005719779963569693,True,True,,independent,False,map,sigmoid,0,5,0.15512848235426513,0
rank2,2,squareplus,0.03878212058856628,-8.79499859013805,0.0008488805636498743,1000,53,2.3632127000018954,True,True,-8.796837502717693,0.005581822150252927,-8.793215919614081,0.005501879266593307,True,True,,independent,False,map,sigmoid,0,5,0.15512848235426513,1
rank2,2,squareplus,0.03878212058856628,-8.79449412920921,0.00038931354849163223,1400,47,2.5955755000468343,True,True,-8.79616745044259,0.005468537145130436,-8.79048364993657,0.0056605795871941195,True,True,,independent,True,map,sigmoid,0,5,0.15512848235426513,2
rank2,2,softplus,1.0,-73.50154890285859,0.09199396158307675,3600,500,38.158430099952966,True,False,-73.65327103065697,0.10534888712709088,-73.42962709861762,0.10135637368841906,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,0
rank2,2,softplus,1.0,-73.4981207538329,0.14578173469681524,4000,500,39.25967779988423,True,False,-73.52440085240143,0.10239013357248174,-73.38133924916201,0.10035536840920649,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,1
rank2,2,softplus,1.0,-73.48665593292603,0.10060710755691461,4600,500,42.40260419994593,True,False,-73.41708533019397,0.10232142104283871,-73.47115898203265,0.10057851144765828,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,2
rank2,2,exp,1.0,-73.3218836820495,0.20658789747849907,4000,500,24.197041400009766,True,False,-73.34080903482766,0.10550569449540256,-73.43099182024613,0.1036380623423904,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,0
rank2,2,exp,1.0,-73.48206309069495,0.0696476881696164,3600,500,24.928647399879992,True,False,-73.39682064381785,0.0986033162189419,-73.5354623185668,0.10155607301819568,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,1
rank2,2,exp,1.0,-73.25467241738754,0.10703054443324453,3200,500,24.613170700147748,True,False,-73.31367776782031,0.10270636013225014,-73.30887474514162,0.10278068196482622,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,2
rank2,2,squareplus,0.04853799390335703,-74.2705982732637,0.0893703410101172,3200,500,45.58207960007712,True,False,-74.27370393335744,0.10144728960644703,-74.28182173158996,0.10128781276621805,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,0
rank2,2,squareplus,0.04853799390335703,-74.28644910932509,0.07662660878305505,2800,500,43.53674010001123,True,False,-74.28806676570133,0.10105551007060756,-74.29435571355162,0.10334452609987942,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,1
rank2,2,squareplus,0.04853799390335703,-74.29449121936554,0.054658504409751556,2800,500,50.011163000017405,True,False,-74.24198380658842,0.10082674331297668,-74.37423963167049,0.1037175404488493,True,False,normalized_gradient,independent,False,map,sigmoid,1,20,0.19415197561342812,2
rank2,2,softplus,1.0,-2.5230850325372725,0.0006921478052156644,3400,117,6.3154162999708205,True,True,-2.5262547751143485,0.010276993596852373,-2.5065301745284754,0.009686131069071744,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,0
rank2,2,softplus,1.0,-2.525789344466064,0.003384041843538736,3800,73,5.634584800107405,True,True,-2.5235454573980345,0.009324874609522617,-2.5330224172697817,0.01059815869852565,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,1
rank2,2,softplus,1.0,-2.522974871411238,0.0007469844807286838,3600,34,5.675088399788365,True,True,-2.5164090613698797,0.0107613089290318,-2.5150756459656645,0.009276832073342072,True,True,,independent,True,map,sigmoid,1,5,0.19412349655274083,2
rank2,2,exp,1.0,-2.6915015145922565,0.0018290442690232051,8000,124,7.527673200005665,True,True,-2.6797549379385575,0.011686623825487663,-2.700896509007089,0.013979194456120673,True,True,,independent,True,map,sigmoid,1,5,0.19412349655274083,0
rank2,2,exp,1.0,-2.698632709387187,0.004116527450409202,8000,54,7.021220399998128,True,True,-2.705319455914508,0.013825152931052567,-2.72045899283309,0.014894911881960687,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,1
rank2,2,exp,1.0,-2.7013934598111042,0.003401194719273766,8000,107,7.524854600196704,True,True,-2.6844846067848396,0.012108677253418573,-2.709469856894032,0.01409339230729291,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,2
rank2,2,squareplus,0.04853087413818521,-2.2374865702402937,0.0003931515288384795,1200,42,2.1713089998811483,True,True,-2.244782261186261,0.005093831020289391,-2.2372472331348714,0.005051374600966939,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,0
rank2,2,squareplus,0.04853087413818521,-2.2319865655434707,0.0005656560865776729,1400,35,2.5502157998271286,True,True,-2.2317875487049004,0.004957034162428284,-2.2309408039980996,0.0050343499335768985,True,True,,independent,False,map,sigmoid,1,5,0.19412349655274083,1
rank2,2,squareplus,0.04853087413818521,-2.231813042857554,0.00035702910525163464,2000,44,3.457361300010234,True,True,-2.2322880912649703,0.005042943146987123,-2.2343441992410584,0.004910608418201046,True,True,,independent,True,map,sigmoid,1,5,0.19412349655274083,2
rank2,2,softplus,1.0,-68.28032886583806,0.02709378051636302,3000,500,39.113122100010514,True,False,-68.4533659962263,0.10486843545263948,-68.23318328065497,0.10217838619338435,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,0
rank2,2,softplus,1.0,-68.26895935684053,0.049441884884444766,3800,500,43.78175879991613,True,False,-68.28981460041227,0.09882494726619681,-68.23638625276408,0.10027660485892306,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,1
rank2,2,softplus,1.0,-68.27046991558616,0.03934486668513571,3400,500,41.24436389980838,True,False,-68.13904506349868,0.10109794525968263,-68.32943128030614,0.10447793346500041,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,2
rank2,2,exp,1.0,-68.22859200583983,0.07615798262341611,4600,500,25.32086919993162,True,False,-68.05678552761447,0.09947796071068829,-68.17582726784264,0.10221779345697246,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,0
rank2,2,exp,1.0,-68.22871092328973,0.032185631809092084,5200,500,28.10183300008066,True,False,-68.01936759353688,0.10202942739656196,-68.17074831790413,0.09902929727427641,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,1
rank2,2,exp,1.0,-68.21676443980462,0.05283183037655034,3000,500,26.614912800025195,True,False,-68.20298622231823,0.10133783123305423,-68.13500822855357,0.10395446784739779,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,2
rank2,2,squareplus,0.060272236893989084,-68.27379730278571,0.14142478168608083,4400,500,50.64810959994793,True,False,-68.24270139314532,0.09871897406784041,-68.29788423237778,0.11474702742576574,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,0
rank2,2,squareplus,0.060272236893989084,-68.22714604870667,0.09894613899776043,4000,500,42.280995700042695,True,False,-68.25384203687204,0.09963986392362008,-68.04332974706189,0.09849469859167011,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,1
rank2,2,squareplus,0.060272236893989084,-68.29685591723526,0.24691536387340718,3400,500,42.05522230011411,True,False,-68.30900780593288,0.09723449789181231,-68.22134700465374,0.09856934290055132,True,False,normalized_gradient,independent,False,map,sigmoid,2,20,0.24108894757595634,2
rank2,2,softplus,1.0,-4.850017125045382,0.0026910906649288925,2800,106,5.335004399996251,True,True,-4.872394731844124,0.011926804237993882,-4.848601419100046,0.009935842524159189,True,True,,independent,False,map,sigmoid,2,5,0.24103182381442664,0
rank2,2,softplus,1.0,-4.845561067791149,0.0005451761247725622,2400,98,5.29663070011884,False,True,-4.841198381576407,0.011238047289658404,-4.840496353137443,0.01089779458785661,True,False,validation_plateau,independent,False,map,sigmoid,2,5,0.24103182381442664,1
rank2,2,softplus,1.0,-4.847547304608714,0.0005708538069202531,2400,95,4.777815000154078,True,True,-4.830817142861987,0.010150666987006203,-4.846833793811063,0.010468827743083588,True,True,,independent,True,map,sigmoid,2,5,0.24103182381442664,2
rank2,2,exp,1.0,-5.045684596353738,0.0068057747904200095,7800,81,6.943267799913883,True,True,-5.023752597423879,0.014823338145101748,-5.05216100911448,0.013717430284908511,True,True,,independent,False,map,sigmoid,2,5,0.24103182381442664,0
rank2,2,exp,1.0,-5.043497833331243,0.006590097688375315,7600,111,6.569938299944624,True,True,-5.046752962468941,0.01459457542741826,-5.043545240211353,0.013899402071427317,True,True,,independent,False,map,sigmoid,2,5,0.24103182381442664,1
rank2,2,exp,1.0,-5.03662414210255,0.0012876906858318717,7600,64,6.2775075999088585,True,True,-5.031464263011558,0.014308230922574824,-5.032799713749278,0.01832707844209029,True,True,,independent,True,map,sigmoid,2,5,0.24103182381442664,2
rank2,2,squareplus,0.06025795595360666,-4.6384942454325335,0.0007063811654636457,800,44,1.5126445000059903,True,True,-4.6442491715407765,0.00581735742304415,-4.637087505290401,0.005871192277815638,True,True,,independent,False,map,sigmoid,2,5,0.24103182381442664,0
rank2,2,squareplus,0.06025795595360666,-4.638238812733952,0.0004501050670367021,800,58,1.834856600034982,True,True,-4.642053228397788,0.0058733406297494595,-4.6379159299655885,0.005834373431147719,True,True,,independent,False,map,sigmoid,2,5,0.24103182381442664,1
rank2,2,squareplus,0.06025795595360666,-4.637029765115672,0.0004279225008818285,1000,79,2.356604899978265,True,True,-4.645377718029778,0.005830700033049004,-4.624393056473647,0.005867770420823998,True,True,,independent,True,map,sigmoid,2,5,0.24103182381442664,2
rank2,2,softplus,1.0,-93.22403333452637,0.5022270382619547,3200,500,38.406694300007075,True,False,-93.1660238279901,0.06448202298380214,-93.1142077059614,0.06632308249629487,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,0
rank2,2,softplus,1.0,-91.42847635295713,7.603485769576277,6600,500,42.69834749982692,False,False,-91.54958647330878,0.07433603037869668,-91.34655446912078,0.07186033682436431,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,3,20,0.15505556537144566,1
rank2,2,softplus,1.0,-91.47110509421309,0.35163172883044624,5600,500,48.554517400218174,True,False,-91.53309746803538,0.06850248781445523,-91.45568303353664,0.06663545674541671,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,2
rank2,2,exp,1.0,-90.21751007472636,0.5132665827932953,6600,500,31.682042700005695,True,False,-90.12663451974488,0.07383786587643883,-90.3726732371371,0.07201948133672087,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,0
rank2,2,exp,1.0,-90.23289513527024,1.0096053934484632,6400,500,32.395521899918094,True,False,-90.16534791980503,0.0741471838128712,-90.22213769813875,0.07603031939020122,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,1
rank2,2,exp,1.0,-89.91904534440062,1.6379347844276373,6800,500,31.27760999999009,False,False,-89.87715156538479,0.06695330560930896,-90.00650573728191,0.06854822339293602,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,3,20,0.15505556537144566,2
rank2,2,squareplus,0.038763891342861415,-102.88876862588708,1.1418359846507178,6000,500,57.93968139984645,True,False,-102.84726864025224,0.07719229941936484,-102.80512382998882,0.07750549343376269,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,0
rank2,2,squareplus,0.038763891342861415,-94.4114927824262,0.6945482238650801,8000,500,56.959008700214326,True,False,-94.38965625743845,0.06193532192398998,-94.30344206721219,0.06065691532748361,True,False,normalized_gradient,independent,False,map,sigmoid,3,20,0.15505556537144566,1
rank2,2,squareplus,0.038763891342861415,-101.2794506255027,12.782690219467977,4400,500,49.89475309988484,False,False,-101.31465294352259,0.07801221049479386,-101.29766255774692,0.0782291643715599,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,3,20,0.15505556537144566,2
rank2,2,softplus,1.0,-4.124578040349903,0.0018255426401705707,7800,51,10.154086400056258,True,True,-4.1023916005490415,0.016497588949345745,-4.114086751525635,0.013475045986782772,True,True,,independent,True,map,sigmoid,3,5,0.15508186845342548,0
rank2,2,softplus,1.0,-4.125956228529805,0.001460396654544301,7600,70,12.159622500184923,True,True,-4.108973547628894,0.013898186537952535,-4.111428775469005,0.013428337559730505,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,1
rank2,2,softplus,1.0,-4.125437194520666,0.0009530559884757621,7800,73,10.76818719995208,True,True,-4.116434174100333,0.015524537777330297,-4.13754598697216,0.01618540892616916,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,2
rank2,2,exp,1.0,-4.228900381272099,0.0011109470337792992,8000,97,7.800346300005913,True,True,-4.243765562038963,0.01792423010568767,-4.19688894064588,0.013912322027698102,True,True,,independent,True,map,sigmoid,3,5,0.15508186845342548,0
rank2,2,exp,1.0,-4.230239035731117,0.0036290709001341385,8000,80,7.124076599953696,True,True,-4.22440110337155,0.017801919367989128,-4.198726857460054,0.015740925894499026,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,1
rank2,2,exp,1.0,-4.235689905956697,0.0035351095075277688,8000,70,6.934781299903989,True,True,-4.225175497246482,0.019786625789389937,-4.23319168942953,0.0185664834831187,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,2
rank2,2,squareplus,0.03877046711335637,-3.7604190607350243,0.0004619330723627151,1000,81,3.4778136999811977,True,True,-3.7630260663738895,0.006013561302833253,-3.760674281505446,0.006171142760217862,True,True,,independent,True,map,sigmoid,3,5,0.15508186845342548,0
rank2,2,squareplus,0.03877046711335637,-3.7609216691633582,0.0004598139467755691,1600,86,3.3648787999991328,True,True,-3.7599107168869725,0.006058577844134872,-3.7664821636490364,0.006178683716143038,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,1
rank2,2,squareplus,0.03877046711335637,-3.7612048064822883,0.0002064866586242968,1800,100,3.8466492001898587,True,True,-3.762381545944895,0.006134788489478873,-3.7553022895183883,0.0062010039424954845,True,True,,independent,False,map,sigmoid,3,5,0.15508186845342548,2
rank2,2,softplus,1.0,-91.28849162527136,6.390500951838536,6200,500,49.51269129989669,False,False,-91.19303316239254,0.07249814852746297,-91.04850168867559,0.07214922690015388,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,0
rank2,2,softplus,1.0,-87.77799173533604,3.9132552190705736,6400,500,52.58554550004192,False,False,-87.83059990234443,0.07814917859317662,-87.93848532060242,0.08150362442098721,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,1
rank2,2,softplus,1.0,-92.98542784369529,13.623188867744492,5000,500,48.906209599925205,False,False,-93.06566349965205,0.06932124136460643,-92.93115339674486,0.06681532392475074,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,2
rank2,2,exp,1.0,-86.77771562742016,1.141358213718071,6400,500,32.65877919993363,True,False,-86.78688598565687,0.05608555925826964,-86.79507753346192,0.053541868984606465,True,False,normalized_gradient,independent,False,map,sigmoid,4,20,0.1001105292895503,0
rank2,2,exp,1.0,-96.04320912374354,4.444801459915858,8000,500,31.849680500105023,True,False,-96.29362259065061,0.26123950379523814,-96.15354913216763,0.16029022239371205,True,False,normalized_gradient,independent,False,map,sigmoid,4,20,0.1001105292895503,1
rank2,2,exp,1.0,-97.8664817513202,9.443414537882418,8000,500,32.699812799924985,False,False,-97.88138434612242,0.07717684748901568,-97.8930670879902,0.07337770387879904,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,2
rank2,2,squareplus,0.025027632322387576,-91.97419739047294,4.288002766185831,8000,500,56.46274679992348,False,False,-91.90023631927825,0.04375747532847382,-91.9197502433733,0.041873248434026546,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,0
rank2,2,squareplus,0.025027632322387576,-93.75211336612028,1.2870894414868732,8000,500,49.49685369990766,True,False,-93.73297886839575,0.0412189610715765,-93.7174408927666,0.0414141201135969,True,False,normalized_gradient,independent,False,map,sigmoid,4,20,0.1001105292895503,1
rank2,2,squareplus,0.025027632322387576,-97.98327864066692,3.60293698939088,3600,500,38.933786999899894,False,False,-98.03337461378823,0.043255088885619256,-98.00886378247785,0.04414053044938753,True,False,"validation_plateau,normalized_gradient",independent,False,map,sigmoid,4,20,0.1001105292895503,2
rank2,2,softplus,1.0,-7.5868159302551845,0.0011870024944897737,7800,69,8.865994299994782,True,True,-7.5917927806856,0.014001048882282673,-7.597229305055821,0.015978534392999056,True,True,,independent,False,map,sigmoid,4,5,0.0990342933474795,0
rank2,2,softplus,1.0,-7.371762619402789,0.0005773537274527541,8000,104,9.436378400074318,True,True,-7.361765057159865,0.012644771956726518,-7.378877003677762,0.013269565387297783,True,True,,independent,True,map,sigmoid,4,5,0.0990342933474795,1
rank2,2,softplus,1.0,-7.589932483232994,0.005370453039527599,8000,72,10.367522199871019,True,True,-7.586805272522671,0.013792377099866497,-7.564350596583388,0.013265514102321255,True,True,,independent,False,map,sigmoid,4,5,0.0990342933474795,2
rank2,2,exp,1.0,-7.631620251545172,0.0008351093167752402,6800,66,5.445645899977535,True,True,-7.622455098940849,0.01629311006765248,-7.650694902529304,0.015157740143210406,True,True,,independent,True,map,sigmoid,4,5,0.0990342933474795,0
rank2,2,exp,1.0,-7.435992150820152,0.0014151656500361826,7200,129,7.468829599907622,True,True,-7.454023765451091,0.015302396841728025,-7.389269619918268,0.011890114699876591,False,False,independent_elbo_agreement,independent,False,map,sigmoid,4,5,0.0990342933474795,1
rank2,2,exp,1.0,-7.631663589703429,0.0005094695700464139,7200,74,6.883981300052255,True,True,-7.657154854299422,0.025118225158220715,-7.64004450224048,0.01884575030561145,True,True,,independent,False,map,sigmoid,4,5,0.0990342933474795,2
rank2,2,squareplus,0.024758573336869875,-7.087339565014147,0.0002578788816429843,1600,78,3.2142797999549657,True,True,-7.086136172680096,0.005202959515982584,-7.084348650948103,0.0051870982003921874,True,True,,independent,False,map,sigmoid,4,5,0.0990342933474795,0
rank2,2,squareplus,0.024758573336869875,-7.0873049221316915,0.00018623978647831064,1600,88,3.1975868998561054,True,True,-7.0896855550761115,0.0051375653385178025,-7.073946092795574,0.005473759469595932,True,True,,independent,False,map,sigmoid,4,5,0.0990342933474795,1
rank2,2,squareplus,0.024758573336869875,-7.086727676892798,0.00018437097537858253,1200,103,4.572969000088051,True,True,-7.094996483089738,0.0052008667977188686,-7.085376050802167,0.005145368140247814,True,True,,independent,True,map,sigmoid,4,5,0.0990342933474795,2
