m_constraints,family,component,repeat,value,unit,batch_size,iterations
20,rank8,10000_samples,6,0.02628019987605512,seconds,10000,1
20,rank8,peak_memory,0,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,1,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,2,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,3,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,4,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,5,83.23828125,MiB_peak_RSS,512,20
20,rank8,peak_memory,6,83.23828125,MiB_peak_RSS,512,20
20,full,objective_gradient,0,0.002571400022134185,seconds,512,1
20,full,objective_gradient,1,0.0024435000959783792,seconds,512,1
20,full,objective_gradient,2,0.0030562998726963997,seconds,512,1
20,full,objective_gradient,3,0.002599499886855483,seconds,512,1
20,full,objective_gradient,4,0.005736600141972303,seconds,512,1
20,full,objective_gradient,5,0.0027111999224871397,seconds,512,1
20,full,objective_gradient,6,0.0046715999487787485,seconds,512,1
20,full,1000_iterations,0,0.561688199872151,seconds,8,1000
20,full,1000_iterations,1,0.5763683998957276,seconds,8,1000
20,full,1000_iterations,2,0.5845866000745445,seconds,8,1000
20,full,1000_iterations,3,0.5204421000089496,seconds,8,1000
20,full,1000_iterations,4,0.5254639000631869,seconds,8,1000
20,full,1000_iterations,5,0.5632362999022007,seconds,8,1000
20,full,1000_iterations,6,0.6158634999301285,seconds,8,1000
20,full,10000_samples,0,0.01355250016786158,seconds,10000,1
20,full,10000_samples,1,0.013842900050804019,seconds,10000,1
20,full,10000_samples,2,0.013652200112119317,seconds,10000,1
20,full,10000_samples,3,0.014047899981960654,seconds,10000,1
20,full,10000_samples,4,0.013537999941036105,seconds,10000,1
20,full,10000_samples,5,0.01368580013513565,seconds,10000,1
20,full,10000_samples,6,0.014751600101590157,seconds,10000,1
20,full,peak_memory,0,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,1,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,2,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,3,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,4,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,5,83.2734375,MiB_peak_RSS,512,20
20,full,peak_memory,6,83.2734375,MiB_peak_RSS,512,20
40,shared,posterior_construction,0,0.020681400084868073,seconds,0,1
40,shared,posterior_construction,1,0.018799099838361144,seconds,0,1
40,shared,posterior_construction,2,0.01997080002911389,seconds,0,1
40,shared,posterior_construction,3,0.02160340012051165,seconds,0,1
40,shared,posterior_construction,4,0.017514700070023537,seconds,0,1
40,shared,posterior_construction,5,0.019835500046610832,seconds,0,1
40,shared,posterior_construction,6,0.01980470004491508,seconds,0,1
40,shared,target_factorization,0,0.00014160014688968658,seconds,0,1
40,shared,target_factorization,1,0.00013609998859465122,seconds,0,1
40,shared,target_factorization,2,0.0001346999779343605,seconds,0,1
40,shared,target_factorization,3,0.0001417000312358141,seconds,0,1
40,shared,target_factorization,4,0.00016700010746717453,seconds,0,1
40,shared,target_factorization,5,0.0002172000240534544,seconds,0,1
40,shared,target_factorization,6,0.00015219999477267265,seconds,0,1
40,diag,objective_gradient,0,0.004546900046989322,seconds,512,1
40,diag,objective_gradient,1,0.003724300069734454,seconds,512,1
40,diag,objective_gradient,2,0.0040818999987095594,seconds,512,1
40,diag,objective_gradient,3,0.0033486001193523407,seconds,512,1
40,diag,objective_gradient,4,0.004292599856853485,seconds,512,1
40,diag,objective_gradient,5,0.0036934998352080584,seconds,512,1
40,diag,objective_gradient,6,0.003204100066795945,seconds,512,1
40,diag,1000_iterations,0,0.3033735000062734,seconds,8,1000
40,diag,1000_iterations,1,0.25558310002088547,seconds,8,1000
40,diag,1000_iterations,2,0.25940580014139414,seconds,8,1000
40,diag,1000_iterations,3,0.3154606001917273,seconds,8,1000
40,diag,1000_iterations,4,0.2920071999542415,seconds,8,1000
40,diag,1000_iterations,5,0.32634130003862083,seconds,8,1000
40,diag,1000_iterations,6,0.28163370001129806,seconds,8,1000
40,diag,10000_samples,0,0.021663800114765763,seconds,10000,1
40,diag,10000_samples,1,0.021292799850925803,seconds,10000,1
40,diag,10000_samples,2,0.02359150000847876,seconds,10000,1
40,diag,10000_samples,3,0.019326400011777878,seconds,10000,1
40,diag,10000_samples,4,0.019159600138664246,seconds,10000,1
40,diag,10000_samples,5,0.020347799872979522,seconds,10000,1
40,diag,10000_samples,6,0.02058019977994263,seconds,10000,1
40,diag,peak_memory,0,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,1,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,2,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,3,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,4,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,5,84.0078125,MiB_peak_RSS,512,20
40,diag,peak_memory,6,84.0078125,MiB_peak_RSS,512,20
40,rank2,objective_gradient,0,0.00621700007468462,seconds,512,1
40,rank2,objective_gradient,1,0.0050258999690413475,seconds,512,1
40,rank2,objective_gradient,2,0.004093199968338013,seconds,512,1
40,rank2,objective_gradient,3,0.003717700019478798,seconds,512,1
40,rank2,objective_gradient,4,0.0038620000705122948,seconds,512,1
40,rank2,objective_gradient,5,0.0037091998383402824,seconds,512,1
40,rank2,objective_gradient,6,0.003855000017210841,seconds,512,1
40,rank2,1000_iterations,0,0.44417689996771514,seconds,8,1000
40,rank2,1000_iterations,1,0.36902319989167154,seconds,8,1000
40,rank2,1000_iterations,2,0.412805600091815,seconds,8,1000
40,rank2,1000_iterations,3,0.4285268001258373,seconds,8,1000
40,rank2,1000_iterations,4,0.5122839999385178,seconds,8,1000
40,rank2,1000_iterations,5,0.4277061000466347,seconds,8,1000
40,rank2,1000_iterations,6,0.4059395999647677,seconds,8,1000
40,rank2,10000_samples,0,0.02597550000064075,seconds,10000,1
40,rank2,10000_samples,1,0.025743399979546666,seconds,10000,1
40,rank2,10000_samples,2,0.02839069999754429,seconds,10000,1
40,rank2,10000_samples,3,0.025157799944281578,seconds,10000,1
40,rank2,10000_samples,4,0.02188680018298328,seconds,10000,1
40,rank2,10000_samples,5,0.026905599981546402,seconds,10000,1
40,rank2,10000_samples,6,0.02631009998731315,seconds,10000,1
40,rank2,peak_memory,0,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,1,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,2,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,3,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,4,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,5,84.25390625,MiB_peak_RSS,512,20
40,rank2,peak_memory,6,84.25390625,MiB_peak_RSS,512,20
40,rank4,objective_gradient,0,0.004522399976849556,seconds,512,1
40,rank4,objective_gradient,1,0.004146599909290671,seconds,512,1
40,rank4,objective_gradient,2,0.004674500087276101,seconds,512,1
40,rank4,objective_gradient,3,0.004245599964633584,seconds,512,1
40,rank4,objective_gradient,4,0.003905699821189046,seconds,512,1
40,rank4,objective_gradient,5,0.003938399953767657,seconds,512,1
40,rank4,objective_gradient,6,0.008138500154018402,seconds,512,1
40,rank4,1000_iterations,0,0.4244617000222206,seconds,8,1000
40,rank4,1000_iterations,1,0.43615849991329014,seconds,8,1000
40,rank4,1000_iterations,2,0.38921399996615946,seconds,8,1000
40,rank4,1000_iterations,3,0.4027668999042362,seconds,8,1000
40,rank4,1000_iterations,4,0.410696699982509,seconds,8,1000
40,rank4,1000_iterations,5,0.40265189995989203,seconds,8,1000
40,rank4,1000_iterations,6,0.4350606999360025,seconds,8,1000
40,rank4,10000_samples,0,0.028443900169804692,seconds,10000,1
40,rank4,10000_samples,1,0.027003400027751923,seconds,10000,1
40,rank4,10000_samples,2,0.02483149990439415,seconds,10000,1
40,rank4,10000_samples,3,0.026587999891489744,seconds,10000,1
40,rank4,10000_samples,4,0.02638770011253655,seconds,10000,1
40,rank4,10000_samples,5,0.027613200014457107,seconds,10000,1
40,rank4,10000_samples,6,0.02864990010857582,seconds,10000,1
40,rank4,peak_memory,0,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,1,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,2,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,3,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,4,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,5,84.8046875,MiB_peak_RSS,512,20
40,rank4,peak_memory,6,84.8046875,MiB_peak_RSS,512,20
40,rank8,objective_gradient,0,0.0038487999700009823,seconds,512,1
40,rank8,objective_gradient,1,0.003942399984225631,seconds,512,1
40,rank8,objective_gradient,2,0.0038830998819321394,seconds,512,1
40,rank8,objective_gradient,3,0.004645700100809336,seconds,512,1
40,rank8,objective_gradient,4,0.004068500129505992,seconds,512,1
40,rank8,objective_gradient,5,0.0046963999047875404,seconds,512,1
40,rank8,objective_gradient,6,0.003689100034534931,seconds,512,1
40,rank8,1000_iterations,0,0.4053376999218017,seconds,8,1000
40,rank8,1000_iterations,1,0.3872159000020474,seconds,8,1000
40,rank8,1000_iterations,2,0.447912200121209,seconds,8,1000
40,rank8,1000_iterations,3,0.4625470999162644,seconds,8,1000
40,rank8,1000_iterations,4,0.40792879997752607,seconds,8,1000
40,rank8,1000_iterations,5,0.39714660006575286,seconds,8,1000
40,rank8,1000_iterations,6,0.4638533000834286,seconds,8,1000
40,rank8,10000_samples,0,0.02798449993133545,seconds,10000,1
40,rank8,10000_samples,1,0.027880999958142638,seconds,10000,1
40,rank8,10000_samples,2,0.02704400010406971,seconds,10000,1
40,rank8,10000_samples,3,0.027426799992099404,seconds,10000,1
40,rank8,10000_samples,4,0.028369899839162827,seconds,10000,1
40,rank8,10000_samples,5,0.03019240009598434,seconds,10000,1
40,rank8,10000_samples,6,0.02837890014052391,seconds,10000,1
40,rank8,peak_memory,0,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,1,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,2,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,3,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,4,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,5,85.06640625,MiB_peak_RSS,512,20
40,rank8,peak_memory,6,85.06640625,MiB_peak_RSS,512,20
40,full,objective_gradient,0,0.004443200072273612,seconds,512,1
40,full,objective_gradient,1,0.004814100218936801,seconds,512,1
40,full,objective_gradient,2,0.004238200141116977,seconds,512,1
40,full,objective_gradient,3,0.004036800004541874,seconds,512,1
40,full,objective_gradient,4,0.004302100045606494,seconds,512,1
40,full,objective_gradient,5,0.004468400031328201,seconds,512,1
40,full,objective_gradient,6,0.004184599965810776,seconds,512,1
40,full,1000_iterations,0,0.7599965000990778,seconds,8,1000
40,full,1000_iterations,1,0.68762920005247,seconds,8,1000
40,full,1000_iterations,2,0.737706399988383,seconds,8,1000
40,full,1000_iterations,3,0.7301235001068562,seconds,8,1000
40,full,1000_iterations,4,0.676756399916485,seconds,8,1000
40,full,1000_iterations,5,0.6674308001529425,seconds,8,1000
40,full,1000_iterations,6,0.6963652002159506,seconds,8,1000
40,full,10000_samples,0,0.030188299948349595,seconds,10000,1
40,full,10000_samples,1,0.029955399921163917,seconds,10000,1
40,full,10000_samples,2,0.028344899881631136,seconds,10000,1
40,full,10000_samples,3,0.03034480009227991,seconds,10000,1
40,full,10000_samples,4,0.03162020002491772,seconds,10000,1
40,full,10000_samples,5,0.03303919988684356,seconds,10000,1
40,full,10000_samples,6,0.03180369990877807,seconds,10000,1
40,full,peak_memory,0,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,1,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,2,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,3,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,4,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,5,85.0703125,MiB_peak_RSS,512,20
40,full,peak_memory,6,85.0703125,MiB_peak_RSS,512,20
80,shared,posterior_construction,0,0.027756999945268035,seconds,0,1
80,shared,posterior_construction,1,0.02987660001963377,seconds,0,1
80,shared,posterior_construction,2,0.03028089995495975,seconds,0,1
80,shared,posterior_construction,3,0.03028580010868609,seconds,0,1
80,shared,posterior_construction,4,0.030052399961277843,seconds,0,1
80,shared,posterior_construction,5,0.03170090005733073,seconds,0,1
80,shared,posterior_construction,6,0.029633200028911233,seconds,0,1
80,shared,target_factorization,0,0.002033199882134795,seconds,0,1
80,shared,target_factorization,1,0.0012592000421136618,seconds,0,1
80,shared,target_factorization,2,0.0014913000632077456,seconds,0,1
80,shared,target_factorization,3,0.001231699949130416,seconds,0,1
80,shared,target_factorization,4,0.0012666999828070402,seconds,0,1
80,shared,target_factorization,5,0.0012753000482916832,seconds,0,1
80,shared,target_factorization,6,0.0013145999982953072,seconds,0,1
80,diag,objective_gradient,0,0.00733740022405982,seconds,512,1
80,diag,objective_gradient,1,0.009266100125387311,seconds,512,1
80,diag,objective_gradient,2,0.008340300060808659,seconds,512,1
80,diag,objective_gradient,3,0.008349400013685226,seconds,512,1
80,diag,objective_gradient,4,0.00868489989079535,seconds,512,1
80,diag,objective_gradient,5,0.008919599931687117,seconds,512,1
80,diag,objective_gradient,6,0.008582000155001879,seconds,512,1
80,diag,1000_iterations,0,0.36435120017267764,seconds,8,1000
80,diag,1000_iterations,1,0.3293708001729101,seconds,8,1000
80,diag,1000_iterations,2,0.3774266999680549,seconds,8,1000
80,diag,1000_iterations,3,0.3770721999462694,seconds,8,1000
80,diag,1000_iterations,4,0.4113702999893576,seconds,8,1000
80,diag,1000_iterations,5,0.536215899977833,seconds,8,1000
80,diag,1000_iterations,6,0.38928140001371503,seconds,8,1000
80,diag,10000_samples,0,0.056068499805405736,seconds,10000,1
80,diag,10000_samples,1,0.052138099912554026,seconds,10000,1
80,diag,10000_samples,2,0.053980400087311864,seconds,10000,1
80,diag,10000_samples,3,0.059179500211030245,seconds,10000,1
80,diag,10000_samples,4,0.05729639995843172,seconds,10000,1
80,diag,10000_samples,5,0.052927699871361256,seconds,10000,1
80,diag,10000_samples,6,0.060275299940258265,seconds,10000,1
80,diag,peak_memory,0,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,1,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,2,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,3,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,4,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,5,86.921875,MiB_peak_RSS,512,20
80,diag,peak_memory,6,86.921875,MiB_peak_RSS,512,20
80,rank2,objective_gradient,0,0.015245500020682812,seconds,512,1
80,rank2,objective_gradient,1,0.01217440003529191,seconds,512,1
80,rank2,objective_gradient,2,0.012937300140038133,seconds,512,1
80,rank2,objective_gradient,3,0.01047980017028749,seconds,512,1
80,rank2,objective_gradient,4,0.021847299998626113,seconds,512,1
80,rank2,objective_gradient,5,0.009343600133433938,seconds,512,1
80,rank2,objective_gradient,6,0.010781599907204509,seconds,512,1
80,rank2,1000_iterations,0,0.5313132000155747,seconds,8,1000
80,rank2,1000_iterations,1,0.46865090006031096,seconds,8,1000
80,rank2,1000_iterations,2,0.46061319997534156,seconds,8,1000
80,rank2,1000_iterations,3,0.46295149996876717,seconds,8,1000
80,rank2,1000_iterations,4,0.456531299976632,seconds,8,1000
80,rank2,1000_iterations,5,0.45136980013921857,seconds,8,1000
80,rank2,1000_iterations,6,0.47934220009483397,seconds,8,1000
80,rank2,10000_samples,0,0.05927750002592802,seconds,10000,1
80,rank2,10000_samples,1,0.05769050004892051,seconds,10000,1
80,rank2,10000_samples,2,0.05757639999501407,seconds,10000,1
80,rank2,10000_samples,3,0.05677729984745383,seconds,10000,1
80,rank2,10000_samples,4,0.06200070003978908,seconds,10000,1
80,rank2,10000_samples,5,0.06244280003011227,seconds,10000,1
80,rank2,10000_samples,6,0.05951300007291138,seconds,10000,1
80,rank2,peak_memory,0,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,1,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,2,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,3,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,4,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,5,87.63671875,MiB_peak_RSS,512,20
80,rank2,peak_memory,6,87.63671875,MiB_peak_RSS,512,20
80,rank4,objective_gradient,0,0.008511200081557035,seconds,512,1
80,rank4,objective_gradient,1,0.0077043999917805195,seconds,512,1
80,rank4,objective_gradient,2,0.00867630005814135,seconds,512,1
80,rank4,objective_gradient,3,0.009137399960309267,seconds,512,1
80,rank4,objective_gradient,4,0.008489199914038181,seconds,512,1
80,rank4,objective_gradient,5,0.008447400061413646,seconds,512,1
80,rank4,objective_gradient,6,0.008907999843358994,seconds,512,1
80,rank4,1000_iterations,0,0.5039368998259306,seconds,8,1000
80,rank4,1000_iterations,1,0.49102080008015037,seconds,8,1000
80,rank4,1000_iterations,2,0.4984854001086205,seconds,8,1000
80,rank4,1000_iterations,3,0.4701440001372248,seconds,8,1000
80,rank4,1000_iterations,4,0.585561899933964,seconds,8,1000
80,rank4,1000_iterations,5,0.6191521000582725,seconds,8,1000
80,rank4,1000_iterations,6,0.5887349999975413,seconds,8,1000
80,rank4,10000_samples,0,0.06060700002126396,seconds,10000,1
80,rank4,10000_samples,1,0.060470799915492535,seconds,10000,1
80,rank4,10000_samples,2,0.06285230000503361,seconds,10000,1
80,rank4,10000_samples,3,0.060563200153410435,seconds,10000,1
80,rank4,10000_samples,4,0.059560400201007724,seconds,10000,1
80,rank4,10000_samples,5,0.061834000051021576,seconds,10000,1
80,rank4,10000_samples,6,0.061529700178653,seconds,10000,1
80,rank4,peak_memory,0,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,1,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,2,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,3,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,4,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,5,87.71484375,MiB_peak_RSS,512,20
80,rank4,peak_memory,6,87.71484375,MiB_peak_RSS,512,20
80,rank8,objective_gradient,0,0.009867799933999777,seconds,512,1
80,rank8,objective_gradient,1,0.009233900113031268,seconds,512,1
80,rank8,objective_gradient,2,0.008633200079202652,seconds,512,1
80,rank8,objective_gradient,3,0.010179399978369474,seconds,512,1
80,rank8,objective_gradient,4,0.0094822000246495,seconds,512,1
80,rank8,objective_gradient,5,0.00992260011844337,seconds,512,1
80,rank8,objective_gradient,6,0.008840400027111173,seconds,512,1
80,rank8,1000_iterations,0,0.584715100005269,seconds,8,1000
80,rank8,1000_iterations,1,0.548875099979341,seconds,8,1000
80,rank8,1000_iterations,2,0.4956336000468582,seconds,8,1000
80,rank8,1000_iterations,3,0.4964195000939071,seconds,8,1000
80,rank8,1000_iterations,4,0.5419844000134617,seconds,8,1000
80,rank8,1000_iterations,5,0.5536972000263631,seconds,8,1000
80,rank8,1000_iterations,6,0.4694769000634551,seconds,8,1000
80,rank8,10000_samples,0,0.06136920000426471,seconds,10000,1
80,rank8,10000_samples,1,0.062413200037553906,seconds,10000,1
80,rank8,10000_samples,2,0.06257369997911155,seconds,10000,1
80,rank8,10000_samples,3,0.06445379997603595,seconds,10000,1
80,rank8,10000_samples,4,0.06544859986752272,seconds,10000,1
80,rank8,10000_samples,5,0.05937370005995035,seconds,10000,1
80,rank8,10000_samples,6,0.06314350012689829,seconds,10000,1
80,rank8,peak_memory,0,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,1,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,2,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,3,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,4,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,5,87.77734375,MiB_peak_RSS,512,20
80,rank8,peak_memory,6,87.77734375,MiB_peak_RSS,512,20
80,full,objective_gradient,0,0.008999799843877554,seconds,512,1
80,full,objective_gradient,1,0.009376199916005135,seconds,512,1
80,full,objective_gradient,2,0.009400899987667799,seconds,512,1
80,full,objective_gradient,3,0.010088999988511205,seconds,512,1
80,full,objective_gradient,4,0.00914600002579391,seconds,512,1
80,full,objective_gradient,5,0.009917999850586057,seconds,512,1
80,full,objective_gradient,6,0.009252199903130531,seconds,512,1
80,full,1000_iterations,0,0.9993861999828368,seconds,8,1000
80,full,1000_iterations,1,1.0707385998684913,seconds,8,1000
80,full,1000_iterations,2,1.3863101999741048,seconds,8,1000
80,full,1000_iterations,3,1.0184444999322295,seconds,8,1000
80,full,1000_iterations,4,0.9366230999585241,seconds,8,1000
80,full,1000_iterations,5,0.9519074999261647,seconds,8,1000
80,full,1000_iterations,6,1.27630229992792,seconds,8,1000
80,full,10000_samples,0,0.06637230003252625,seconds,10000,1
80,full,10000_samples,1,0.0565247000195086,seconds,10000,1
80,full,10000_samples,2,0.054226200096309185,seconds,10000,1
80,full,10000_samples,3,0.0529596998821944,seconds,10000,1
80,full,10000_samples,4,0.05634639994241297,seconds,10000,1
80,full,10000_samples,5,0.0533330999314785,seconds,10000,1
80,full,10000_samples,6,0.05865750019438565,seconds,10000,1
80,full,peak_memory,0,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,1,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,2,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,3,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,4,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,5,88.140625,MiB_peak_RSS,512,20
80,full,peak_memory,6,88.140625,MiB_peak_RSS,512,20
160,shared,posterior_construction,0,0.053824400063604116,seconds,0,1
160,shared,posterior_construction,1,0.062267000088468194,seconds,0,1
160,shared,posterior_construction,2,0.06777910003438592,seconds,0,1
160,shared,posterior_construction,3,0.06694230018183589,seconds,0,1
160,shared,posterior_construction,4,0.06581040006130934,seconds,0,1
160,shared,posterior_construction,5,0.07349080010317266,seconds,0,1
160,shared,posterior_construction,6,0.06847700010985136,seconds,0,1
160,shared,target_factorization,0,0.004439900163561106,seconds,0,1
160,shared,target_factorization,1,0.0029466000851243734,seconds,0,1
160,shared,target_factorization,2,0.0026940000243484974,seconds,0,1
160,shared,target_factorization,3,0.0030779000371694565,seconds,0,1
160,shared,target_factorization,4,0.0031870000530034304,seconds,0,1
160,shared,target_factorization,5,0.003906800178810954,seconds,0,1
160,shared,target_factorization,6,0.0030489000491797924,seconds,0,1
160,diag,objective_gradient,0,0.01798369991593063,seconds,512,1
160,diag,objective_gradient,1,0.019859400112181902,seconds,512,1
160,diag,objective_gradient,2,0.018903099931776524,seconds,512,1
160,diag,objective_gradient,3,0.018840899923816323,seconds,512,1
160,diag,objective_gradient,4,0.02013329998590052,seconds,512,1
160,diag,objective_gradient,5,0.022794899996370077,seconds,512,1
160,diag,objective_gradient,6,0.019804400159046054,seconds,512,1
160,diag,1000_iterations,0,0.9830654000397772,seconds,8,1000
160,diag,1000_iterations,1,1.0326819999609143,seconds,8,1000
160,diag,1000_iterations,2,1.1521517999935895,seconds,8,1000
160,diag,1000_iterations,3,1.0438896999694407,seconds,8,1000
160,diag,1000_iterations,4,1.0516456998884678,seconds,8,1000
160,diag,1000_iterations,5,1.0008469999302179,seconds,8,1000
160,diag,1000_iterations,6,1.0200195999350399,seconds,8,1000
160,diag,10000_samples,0,0.08822420006617904,seconds,10000,1
160,diag,10000_samples,1,0.0998021000996232,seconds,10000,1
160,diag,10000_samples,2,0.09324480011127889,seconds,10000,1
160,diag,10000_samples,3,0.09303000010550022,seconds,10000,1
160,diag,10000_samples,4,0.0943348000291735,seconds,10000,1
160,diag,10000_samples,5,0.10412289993837476,seconds,10000,1
160,diag,10000_samples,6,0.09375049988739192,seconds,10000,1
160,diag,peak_memory,0,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,1,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,2,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,3,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,4,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,5,93.19140625,MiB_peak_RSS,512,20
160,diag,peak_memory,6,93.19140625,MiB_peak_RSS,512,20
160,rank2,objective_gradient,0,0.021022100001573563,seconds,512,1
160,rank2,objective_gradient,1,0.02106079994700849,seconds,512,1
160,rank2,objective_gradient,2,0.020596599904820323,seconds,512,1
160,rank2,objective_gradient,3,0.019801300019025803,seconds,512,1
160,rank2,objective_gradient,4,0.02054820000194013,seconds,512,1
160,rank2,objective_gradient,5,0.021409800043329597,seconds,512,1
160,rank2,objective_gradient,6,0.021997699979692698,seconds,512,1
160,rank2,1000_iterations,0,1.1588818000163883,seconds,8,1000
160,rank2,1000_iterations,1,1.1610532999038696,seconds,8,1000
160,rank2,1000_iterations,2,1.1572770001366735,seconds,8,1000
160,rank2,1000_iterations,3,1.1707188000436872,seconds,8,1000
160,rank2,1000_iterations,4,1.1615701001137495,seconds,8,1000
160,rank2,1000_iterations,5,1.1532871001400054,seconds,8,1000
160,rank2,1000_iterations,6,1.1740532999392599,seconds,8,1000
160,rank2,10000_samples,0,0.10930530005134642,seconds,10000,1
160,rank2,10000_samples,1,0.1157039999961853,seconds,10000,1
160,rank2,10000_samples,2,0.11886840010993183,seconds,10000,1
160,rank2,10000_samples,3,0.11556349997408688,seconds,10000,1
160,rank2,10000_samples,4,0.11075589992105961,seconds,10000,1
160,rank2,10000_samples,5,0.11295800004154444,seconds,10000,1
160,rank2,10000_samples,6,0.1121541999746114,seconds,10000,1
160,rank2,peak_memory,0,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,1,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,2,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,3,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,4,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,5,94.59375,MiB_peak_RSS,512,20
160,rank2,peak_memory,6,94.59375,MiB_peak_RSS,512,20
160,rank4,objective_gradient,0,0.021021399879828095,seconds,512,1
160,rank4,objective_gradient,1,0.021232900209724903,seconds,512,1
160,rank4,objective_gradient,2,0.022108800010755658,seconds,512,1
160,rank4,objective_gradient,3,0.021596199832856655,seconds,512,1
160,rank4,objective_gradient,4,0.023576100124046206,seconds,512,1
160,rank4,objective_gradient,5,0.023585700197145343,seconds,512,1
160,rank4,objective_gradient,6,0.023887299932539463,seconds,512,1
160,rank4,1000_iterations,0,1.1715693997684866,seconds,8,1000
160,rank4,1000_iterations,1,1.1831026999279857,seconds,8,1000
160,rank4,1000_iterations,2,1.1707419999875128,seconds,8,1000
160,rank4,1000_iterations,3,1.1857773999217898,seconds,8,1000
160,rank4,1000_iterations,4,1.1690197999123484,seconds,8,1000
160,rank4,1000_iterations,5,1.4369699999224395,seconds,8,1000
160,rank4,1000_iterations,6,1.347830899991095,seconds,8,1000
160,rank4,10000_samples,0,0.1205315999686718,seconds,10000,1
160,rank4,10000_samples,1,0.13428250001743436,seconds,10000,1
160,rank4,10000_samples,2,0.12292059999890625,seconds,10000,1
160,rank4,10000_samples,3,0.12329459981992841,seconds,10000,1
160,rank4,10000_samples,4,0.12359059997834265,seconds,10000,1
160,rank4,10000_samples,5,0.12054249993525445,seconds,10000,1
