family,rank,map,map_scale,validation_elbo,normalized_gradient,adam_steps,lbfgs_iterations,lbfgs_function_evaluations,wall_time_seconds,plateau_passed,gradient_passed,independent_elbo_1,independent_elbo_1_se,independent_elbo_2,independent_elbo_2_se,independent_agreement_passed,converged,failure_reason,initialization,selected,experiment,case,data_seed,m_constraints,restart
rank2,2,softplus,1.0,-26.171984783483637,0.34996877956958566,4400,500,521,18.444920299807563,True,False,-26.223175162451447,0.037993071772383404,-26.154653463141074,0.037299636647956144,True,False,normalized_gradient,independent,False,capacity,log,3,10,2
rank4,4,softplus,1.0,-14.848335558149323,1.1109641228770382,1000,500,526,13.12246199999936,True,False,-14.877173528212161,0.028575496209930246,-14.860453357510627,0.028290814185539755,True,False,normalized_gradient,nested_warm_start,False,capacity,log,3,10,0
rank4,4,softplus,1.0,-14.984156505130358,1.1434903872052018,4000,500,530,22.520317899994552,True,False,-14.996043244117335,0.031094984983604638,-15.0061909631218,0.02917756799569108,True,False,normalized_gradient,independent,False,capacity,log,3,10,1
rank4,4,softplus,1.0,-15.104301372102832,4.391154666365671,3800,500,534,18.694041300099343,False,False,-15.094436170167487,0.029035720602579293,-15.097348471770118,0.029990873511990965,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,10,2
full,-1,softplus,1.0,-9.182633778885734,37.01466929311644,1600,500,532,13.220793999964371,False,False,-9.23808612177079,0.05743167767886864,-9.07137515862009,0.046741593551685355,True,False,"validation_plateau,normalized_gradient",nested_warm_start,False,capacity,log,3,10,0
full,-1,softplus,1.0,-5.836932628332548,5.462907556133087,800,500,529,14.566999700153247,False,False,-5.875557091251762,0.044999476584424866,-5.79588949611282,0.03580571729112699,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,10,1
full,-1,softplus,1.0,-5.626761015176413,2.887760740289508,1200,500,529,13.413506999844685,False,False,-5.570019929905151,0.028376371315086652,-5.629339607020578,0.02863511368119375,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,10,2
diag,0,softplus,1.0,-53.30332685745017,0.00029849820760814255,8000,500,549,50.982914299936965,True,True,-53.26902691593638,0.03419683182048105,-53.333447309159055,0.033718779603095515,True,True,,independent,True,capacity,log,3,20,0
diag,0,softplus,1.0,-53.30333141601247,0.0005019671968738738,8000,500,543,50.4888410998974,True,True,-53.23580314442789,0.033937428590154146,-53.20279459413935,0.03390501461362629,True,True,,independent,False,capacity,log,3,20,1
diag,0,softplus,1.0,-53.30325802253215,0.028181896674106473,8000,500,547,52.362385800108314,True,False,-53.35339969962337,0.03447700731784905,-53.28336983574867,0.03403635933077464,True,False,normalized_gradient,independent,False,capacity,log,3,20,2
rank2,2,softplus,1.0,-36.87104355228183,0.3254444567706255,1600,500,521,33.056193500058725,True,False,-36.8654027393806,0.028527686921285225,-36.86165907401455,0.02885253983597964,True,False,normalized_gradient,nested_warm_start,False,capacity,log,3,20,0
rank2,2,softplus,1.0,-37.434957856114636,1.5366336289688163,8000,500,526,56.52568809990771,True,False,-37.447676736187574,0.030927235762735015,-37.44226666462383,0.030210335322758797,True,False,normalized_gradient,independent,False,capacity,log,3,20,1
rank2,2,softplus,1.0,-37.44087842348051,0.7929029776405323,6400,500,522,52.7891611000523,True,False,-37.47523136679932,0.030692501449193024,-37.4412489248592,0.03093805472551405,True,False,normalized_gradient,independent,False,capacity,log,3,20,2
rank4,4,softplus,1.0,-22.859937647387383,0.8599714443354527,800,500,512,32.25630089989863,True,False,-22.853906859459222,0.029749756784295586,-22.834443231937666,0.030065708724787542,True,False,normalized_gradient,nested_warm_start,False,capacity,log,3,20,0
rank4,4,softplus,1.0,-27.455155395926766,2.088020492950018,5800,500,513,44.33321509999223,True,False,-27.39899283134816,0.050990683616488744,-27.352648631945534,0.05044605283615419,True,False,normalized_gradient,independent,False,capacity,log,3,20,1
rank4,4,softplus,1.0,-29.16699034654006,5.206910894050896,4800,500,513,42.41478160000406,False,False,-29.162274336576367,0.06254516599119914,-29.156574113566062,0.0641037474302128,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,20,2
full,-1,softplus,1.0,-22.312516049736928,6.682158140300187,1200,500,517,29.604914699913934,False,False,-22.341835250637807,0.025678460414585786,-22.29923554635512,0.026137850531455606,True,False,"validation_plateau,normalized_gradient",nested_warm_start,False,capacity,log,3,20,0
full,-1,softplus,1.0,-25.614937838914955,11.449386666659487,1600,500,517,28.285993400029838,False,False,-25.69479181935833,0.3082827137488026,-25.40913391873545,0.3449267349022744,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,20,1
full,-1,softplus,1.0,-25.791351234424795,13.655651432039082,1800,500,516,30.9630602998659,False,False,-25.29850238333964,0.26713661312132053,-25.526873402147437,0.27559004021426786,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,3,20,2
diag,0,softplus,1.0,-0.9893437004684138,0.00011197805086312823,800,14,17,1.210915300063789,True,True,-0.9802875043001233,0.014570177391808856,-0.9923844805552384,0.014150915992499598,True,True,,independent,False,capacity,log,3,5,0
diag,0,softplus,1.0,-0.9886863437412634,0.00012201977186256074,800,13,15,1.063390800030902,True,True,-1.0012243946095296,0.014290509721960656,-0.977416615774457,0.014232075767105308,True,True,,independent,False,capacity,log,3,5,1
diag,0,softplus,1.0,-0.9886084577121017,5.996235713616971e-05,800,14,16,0.9606246999464929,True,True,-1.0106574940819093,0.014384764164803106,-0.9793385229593886,0.01435848035459025,True,True,,independent,True,capacity,log,3,5,2
rank2,2,softplus,1.0,-0.1998683897311988,0.0001230545407862903,2200,49,81,3.505289100110531,True,True,-0.2089859228942041,0.006420527243702842,-0.20410631057940015,0.007307283797845082,True,True,,nested_warm_start,False,capacity,log,3,5,0
rank2,2,softplus,1.0,-0.19919039938928806,0.00014354133158316784,2200,68,124,4.041020199889317,True,True,-0.18994584597222508,0.0065016968992706575,-0.19509521047950334,0.006351558983113856,True,True,,independent,True,capacity,log,3,5,1
rank2,2,softplus,1.0,-0.20013355371679786,0.00012997522479601923,2200,53,226,5.112043600063771,True,True,-0.1977671323165779,0.006370236764787573,-0.18686168082991417,0.0062505854601038035,True,True,,independent,False,capacity,log,3,5,2
rank4,4,softplus,1.0,-0.13511139154355378,0.0006177990365077877,800,21,123,2.423153300071135,True,True,-0.13809807415550743,0.005532353759627454,-0.12666687604399013,0.005030978353009966,True,True,,nested_warm_start,True,capacity,log,3,5,0
rank4,4,softplus,1.0,-0.1355624768480692,0.00035423301005410395,1200,381,514,8.90483389981091,True,True,-0.11970432868933317,0.00507468239456396,-0.1306063560136729,0.005371193100117922,True,True,,independent,False,capacity,log,3,5,1
rank4,4,softplus,1.0,-0.13660434862053084,0.0004694461693014013,800,236,294,5.569710900075734,True,True,-0.13370419870080513,0.0053388790420881085,-0.14344038987347926,0.005646225544931401,True,True,,independent,False,capacity,log,3,5,2
full,-1,softplus,1.0,-0.13676832733938138,0.00020692233059739279,800,18,21,1.5958495999220759,True,True,-0.1366865702648282,0.005218106886473449,-0.1420683650486091,0.005301724594886828,True,True,,nested_warm_start,False,capacity,log,3,5,0
full,-1,softplus,1.0,-0.1358575516285101,0.00017691849708317391,800,19,23,1.6352786999195814,True,True,-0.13412491905807433,0.00509046232903742,-0.13851658724922586,0.004901804872836506,True,True,,independent,False,capacity,log,3,5,1
full,-1,softplus,1.0,-0.13581521970411625,0.000346019211098656,1200,18,21,2.1129403999075294,True,True,-0.13448236555027737,0.005435836303168264,-0.13917620555941485,0.004788385540692098,True,True,,independent,True,capacity,log,3,5,2
diag,0,softplus,1.0,-40.78300097154927,2.1634742531875772e-05,7400,379,412,24.24065970000811,True,True,-40.794537492368846,0.04827491426408643,-40.78957817081817,0.047730085011678025,True,True,,independent,False,capacity,log,4,10,0
diag,0,softplus,1.0,-40.782997778359444,3.5766777434384796e-06,5000,351,393,16.623799200169742,True,True,-40.80640317856842,0.048457605110405796,-40.78832234560524,0.04862151771295409,True,True,,independent,True,capacity,log,4,10,1
diag,0,softplus,1.0,-40.78300312087755,1.737168684803433e-05,4200,355,384,14.902286300202832,True,True,-40.804474620085344,0.04744686673786629,-40.783590994365085,0.04840498182979704,True,True,,independent,False,capacity,log,4,10,2
rank2,2,softplus,1.0,-26.229425171572423,0.47481629115220475,1000,500,523,17.26905840006657,True,False,-26.281742775584185,0.03954064610895091,-26.154938424076974,0.03823360872194829,True,False,normalized_gradient,nested_warm_start,False,capacity,log,4,10,0
rank2,2,softplus,1.0,-26.23720560955793,0.22874495444386558,4600,500,529,21.57366679981351,True,False,-26.229673015641573,0.038630182535000786,-26.21293751350153,0.03849631399906564,True,False,normalized_gradient,independent,False,capacity,log,4,10,1
rank2,2,softplus,1.0,-26.239414152751976,1.023259300343984,5200,500,527,21.878777799895033,True,False,-26.20976861498272,0.03957756860917354,-26.217465311122155,0.03890251303998037,True,False,normalized_gradient,independent,False,capacity,log,4,10,2
rank4,4,softplus,1.0,-14.8358527084509,2.764449680539054,1400,500,515,16.963259800104424,True,False,-14.82835441390407,0.029155571397027954,-14.800945660831678,0.029231931604509726,True,False,normalized_gradient,nested_warm_start,False,capacity,log,4,10,0
rank4,4,softplus,1.0,-15.066637991625367,3.563735157946322,4200,500,517,20.25079429987818,False,False,-15.09442081127502,0.0317188569435984,-15.101201319034935,0.03155349158765629,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,10,1
rank4,4,softplus,1.0,-14.84802740313836,4.351911814511631,6000,500,523,24.004770800005645,False,False,-14.810142196157427,0.03193764083751841,-14.832961317787493,0.031797583211416916,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,10,2
full,-1,softplus,1.0,-12.867650510876523,7.1311822913949765,1200,500,516,14.16077070008032,False,False,-12.81817153892265,0.05577512781012156,-12.813173328812166,0.053384637921221986,True,False,"validation_plateau,normalized_gradient",nested_warm_start,False,capacity,log,4,10,0
full,-1,softplus,1.0,-6.733653689055082,7.28651364667045,1200,500,523,15.236969799967483,False,False,-6.695109938026656,0.0430663168922854,-6.842483782092941,0.0602574305258276,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,10,1
full,-1,softplus,1.0,-6.297556461792759,2.097923664645538,2200,500,527,14.242518900195137,True,False,-6.2550746929658185,0.038139317170581055,-6.248215049507683,0.035786066506399025,True,False,normalized_gradient,independent,False,capacity,log,4,10,2
diag,0,softplus,1.0,-52.242540086721974,1.166812920268401,8000,500,554,52.934893200173974,True,False,-52.21814073427714,0.03298769689241048,-52.22123158152573,0.033577151022675,True,False,normalized_gradient,independent,False,capacity,log,4,20,0
diag,0,softplus,1.0,-52.26363154076269,3.26485229091429,8000,500,564,55.17462830012664,True,False,-52.223064222635514,0.0332586671766808,-52.27536831602658,0.03372641693484552,True,False,normalized_gradient,independent,False,capacity,log,4,20,1
diag,0,softplus,1.0,-52.241576490847024,2.7029726940641567,8000,500,548,52.38701059995219,True,False,-52.2330416217041,0.033060275424259725,-52.17355159545325,0.033202400215764684,True,False,normalized_gradient,independent,False,capacity,log,4,20,2
rank2,2,softplus,1.0,-36.513424682960846,1.3187875830079216,7400,500,527,50.63575519993901,True,False,-36.515394583522195,0.028389808643321326,-36.511901504430924,0.029277587049373954,True,False,normalized_gradient,independent,False,capacity,log,4,20,0
rank2,2,softplus,1.0,-36.34577762997438,2.0335815269759836,8000,500,529,55.12073460011743,True,False,-36.373530419170024,0.03018655464673555,-36.34903981142069,0.029648458045614594,True,False,normalized_gradient,independent,False,capacity,log,4,20,1
rank2,2,softplus,1.0,-36.16951132127494,1.1825028585944029,8000,500,528,55.842394299805164,True,False,-36.18286715908668,0.02958251564607549,-36.144916113609426,0.028763809292988576,True,False,normalized_gradient,independent,False,capacity,log,4,20,2
rank4,4,softplus,1.0,-27.490620719256725,2.8751507166522017,6200,500,517,47.52603060007095,True,False,-27.451438281384817,0.0642942027825287,-27.470030691587148,0.06357240337574535,True,False,normalized_gradient,independent,False,capacity,log,4,20,0
rank4,4,softplus,1.0,-30.28289082461268,8.049756468412776,4200,500,516,42.970412800088525,False,False,-30.482289227503735,0.080254294054159,-30.473401045565815,0.08310434820329395,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,20,1
rank4,4,softplus,1.0,-27.916464987639458,2.6994313120250495,5600,500,511,47.19790769997053,True,False,-27.877459932121972,0.06361619158277372,-27.963445542826506,0.06260850287602285,True,False,normalized_gradient,independent,False,capacity,log,4,20,2
full,-1,softplus,1.0,-28.879044699284123,19.096938608853634,2200,500,515,32.772320799995214,False,False,-29.306519217533918,0.41553091324654,-28.90198638041331,0.30089384846357303,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,20,0
full,-1,softplus,1.0,-31.892471107166642,18.892775070765413,800,500,517,27.63538180012256,False,False,-32.77648245070437,0.4152433572078445,-31.74236566958471,0.4215774148928471,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,20,1
full,-1,softplus,1.0,-27.40050911662715,17.47999982925334,2400,500,520,33.45047940011136,False,False,-27.239593584255616,0.33111415062015326,-27.150710356876008,0.31475214063990486,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,log,4,20,2
diag,0,softplus,1.0,-1.37727591896937,0.00014488534304036844,800,13,16,1.3337547001428902,True,True,-1.3692866034367621,0.017859182255907408,-1.3851037597095681,0.018114196497989888,True,True,,independent,False,capacity,log,4,5,0
diag,0,softplus,1.0,-1.377313116078787,0.00012773394587893815,1000,15,17,1.4313221999909729,True,True,-1.37849237229762,0.017927171899645974,-1.3595523161169538,0.01777486678513571,True,True,,independent,False,capacity,log,4,5,1
diag,0,softplus,1.0,-1.376972362665761,8.058528413608954e-05,800,12,14,1.0918576999101788,True,True,-1.3800839644994334,0.0176678495031551,-1.368564285411938,0.017581231954488696,True,True,,independent,True,capacity,log,4,5,2
rank2,2,softplus,1.0,-0.3899072893551869,0.00015706965622469524,1400,58,61,3.0063686999492347,True,True,-0.3814090318938575,0.008800755563667773,-0.38025604504080485,0.009500124031935831,True,True,,nested_warm_start,True,capacity,log,4,5,0
rank2,2,softplus,1.0,-0.3909835553727361,0.00029080855359463794,2200,102,178,6.1168672000057995,True,True,-0.38686563819640674,0.009326209634758905,-0.40577494280055415,0.010658331681613694,True,True,,independent,False,capacity,log,4,5,1
rank2,2,softplus,1.0,-0.39085458019443986,9.013092665378789e-05,2400,126,164,6.090351000195369,True,True,-0.39801196650848786,0.010178250933666982,-0.38040320825156754,0.00906508527959717,True,True,,independent,False,capacity,log,4,5,2
rank4,4,softplus,1.0,-0.24891973778836718,0.0010440149401763378,800,7,106,2.49758019996807,False,True,-0.2288714727758281,0.0070286057906726795,-0.23646261572579325,0.007077059740181679,True,False,validation_plateau,nested_warm_start,False,capacity,log,4,5,0
rank4,4,softplus,1.0,-0.25437632698982293,0.0008653544771475674,1000,377,456,6.765217300038785,True,True,-0.263006838744797,0.007004529504707234,-0.26804559856849786,0.009914330863947276,True,True,,independent,False,capacity,log,4,5,1
rank4,4,softplus,1.0,-0.2512623757889092,0.0007955968917424843,1000,339,386,5.662279799813405,True,True,-0.2651770151759799,0.006690880010271869,-0.2461484711049124,0.0068176593979588284,True,True,,independent,True,capacity,log,4,5,2
full,-1,softplus,1.0,-0.2545259194253333,0.0006557488270928818,800,20,22,1.2424379999283701,True,True,-0.2511713359167241,0.006512729331682671,-0.24796778535153466,0.006342911895408264,True,True,,nested_warm_start,False,capacity,log,4,5,0
full,-1,softplus,1.0,-0.25290749604474905,0.0007374919872230959,1000,21,24,1.4889108000788838,True,True,-0.2637086670557889,0.006795453673145399,-0.25104900218646503,0.006352603225187857,True,True,,independent,True,capacity,log,4,5,1
full,-1,softplus,1.0,-0.25417624002471895,0.0005490064067646013,800,19,23,1.330440300051123,True,True,-0.25646170597479667,0.006857086789869045,-0.25279225440053,0.006352020980671392,True,True,,independent,False,capacity,log,4,5,2
diag,0,softplus,1.0,-24.461408851694106,0.0023515621946192436,3400,19,22,5.59638120001182,True,True,-24.541094593317325,0.027852878615305915,-24.442873902541702,0.022669662337080152,True,True,,independent,False,capacity,sigmoid,0,10,0
diag,0,softplus,1.0,-24.468048441015398,0.0016161776556274847,3400,19,23,6.523229500046,True,True,-24.503077919171957,0.023642800635209286,-24.453593785321413,0.0226180061082426,True,True,,independent,False,capacity,sigmoid,0,10,1
diag,0,softplus,1.0,-24.46113965737012,0.0019695559620934327,4000,17,20,7.609024400124326,True,True,-24.456832890339424,0.023875704597352262,-24.432593379853863,0.0221110896856596,True,True,,independent,True,capacity,sigmoid,0,10,2
rank2,2,softplus,1.0,-24.05593502920351,0.0014751226343899515,1400,130,152,6.636746300151572,True,True,-24.052922013296957,0.022975489090818074,-24.04739923028818,0.0248937698729854,True,True,,nested_warm_start,True,capacity,sigmoid,0,10,0
rank2,2,softplus,1.0,-24.08009458938193,0.0023340136124060354,4600,74,84,10.976259500021115,True,True,-24.0714427206617,0.027234377558352996,-24.127050224244872,0.023015169276932056,True,True,,independent,False,capacity,sigmoid,0,10,1
rank2,2,softplus,1.0,-24.08444393834053,0.0012377246992555557,4400,73,82,9.282281400170177,True,True,-24.09461856843957,0.0217286692399186,-24.083212126618612,0.021557927891175284,True,True,,independent,False,capacity,sigmoid,0,10,2
rank4,4,softplus,1.0,-23.944123896788668,0.006525923661859849,2600,117,190,8.845877000130713,True,True,-23.93447876186196,0.02105348575732979,-23.973899903133344,0.02396796986434714,True,True,,nested_warm_start,True,capacity,sigmoid,0,10,0
rank4,4,softplus,1.0,-24.32244559904776,0.0030175764811850325,5200,129,159,14.001447299961,True,True,-24.373124712500985,0.022767370779903914,-24.360950780240536,0.021840256163615842,True,True,,independent,False,capacity,sigmoid,0,10,1
rank4,4,softplus,1.0,-24.363842190646572,0.007835461594121766,5200,123,163,16.237964800093323,True,True,-24.360766084299776,0.021321047877393594,-24.393477925422733,0.022862568361944745,True,True,,independent,False,capacity,sigmoid,0,10,2
full,-1,softplus,1.0,-23.91375550078248,0.0035756071643086736,1600,21,24,3.9520467000547796,True,True,-23.917860048241522,0.020926742580406856,-23.917626763482048,0.01902893190675895,True,True,,nested_warm_start,False,capacity,sigmoid,0,10,0
full,-1,softplus,1.0,-23.904762958800127,0.004264766260806801,4000,21,25,8.626571499975398,True,True,-23.94305429497085,0.02053249397898514,-23.911195903924543,0.02067559423482031,True,True,,independent,True,capacity,sigmoid,0,10,1
full,-1,softplus,1.0,-23.913399904139983,0.0036470436836988024,4000,21,25,8.171550499973819,True,True,-23.929234001770553,0.020806657602898657,-23.94043158154745,0.02134716105707797,True,True,,independent,False,capacity,sigmoid,0,10,2
diag,0,softplus,1.0,-88.03209036042036,0.1427176333425657,7200,500,554,49.62078449991532,True,False,-87.98617317087817,0.11145785213854874,-88.0244519634393,0.11249715092309287,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,0
diag,0,softplus,1.0,-88.03226755657953,0.033869172734314786,3800,500,569,39.95195100014098,True,False,-87.86781362579094,0.10983019970588936,-87.9666002644917,0.111499685178533,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,1
diag,0,softplus,1.0,-88.03961603846966,0.02649359150854987,4400,500,569,42.57085240003653,True,False,-88.07460466320606,0.11253754452667854,-88.05613899156101,0.11181689499924156,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,2
rank2,2,softplus,1.0,-78.9873201057147,0.367418115264969,4000,500,546,46.12711690017022,True,False,-79.08431140065241,0.10397324076358304,-78.75755515161723,0.09840606412855749,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,0
rank2,2,softplus,1.0,-79.002909866168,0.590271050866218,3200,500,532,39.886030999943614,True,False,-79.0652439051072,0.10102007932434647,-78.90802084116117,0.09833137941309103,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,1
rank2,2,softplus,1.0,-78.93995833190738,0.3162130177120219,6800,500,545,53.60866539995186,True,False,-78.69720562158213,0.09616024984305095,-78.9740930580772,0.10085486235914849,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,2
rank4,4,softplus,1.0,-72.63021948051534,0.8701737443754828,3600,500,530,42.49355480005033,True,False,-72.6947717162548,0.09768275869879595,-72.39674068764015,0.09312720511345415,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,0
rank4,4,softplus,1.0,-72.4612348856715,0.9717727252007611,5400,500,534,47.79909290000796,True,False,-72.51815040411046,0.09499065968163699,-72.55293075877056,0.09492394660207351,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,1
rank4,4,softplus,1.0,-72.53247873030925,0.5324681146652858,5400,500,523,47.761985199991614,True,False,-72.55501897261311,0.09149958476126108,-72.70237810989602,0.0956849008187708,True,False,normalized_gradient,independent,False,capacity,sigmoid,0,20,2
full,-1,softplus,1.0,-58.132504480487995,2.384065257047592,2200,500,532,30.73600749997422,False,False,-58.12220637923838,0.053810301238523116,-58.19345776077161,0.0492561940559686,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,sigmoid,0,20,0
full,-1,softplus,1.0,-53.08584768176736,2.97248426659138,3800,500,535,37.2386374999769,False,False,-53.067940265619725,0.047684604530083496,-53.21584336791956,0.048627560210740994,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,sigmoid,0,20,1
full,-1,softplus,1.0,-54.040170284626385,2.1387022991994202,3200,500,528,37.53870579996146,False,False,-54.081346486741886,0.04928683690488168,-54.06725754113078,0.04514289675984869,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,sigmoid,0,20,2
diag,0,softplus,1.0,-9.034426032210018,0.0005632844183776654,2800,14,17,3.64048369997181,True,True,-9.064851557962827,0.013445844723700164,-9.007094916546052,0.010774645458492636,False,False,independent_elbo_agreement,independent,False,capacity,sigmoid,0,5,0
diag,0,softplus,1.0,-9.034592056413528,0.0004964206682039607,2600,14,17,3.6438017999753356,True,True,-9.026900488511291,0.011397008278748906,-9.012320965067042,0.01106609387533605,True,True,,independent,True,capacity,sigmoid,0,5,1
diag,0,softplus,1.0,-9.04038087038661,0.001895868571367789,3000,13,15,4.216542899841443,True,True,-9.03701532893431,0.011480969575200152,-9.034949243845865,0.011291604462128301,True,True,,independent,False,capacity,sigmoid,0,5,2
rank2,2,softplus,1.0,-9.029517717470842,0.0009927427591113333,1000,91,105,2.869818300008774,True,True,-9.030978145229032,0.010531863285994886,-9.032427472183352,0.011137400408484906,True,True,,nested_warm_start,False,capacity,sigmoid,0,5,0
rank2,2,softplus,1.0,-9.028021167019741,0.0010729710005446496,4600,121,142,8.20570549997501,True,True,-9.025745141139565,0.01211652740277635,-9.035681529287901,0.011394406221514213,True,True,,independent,False,capacity,sigmoid,0,5,1
rank2,2,softplus,1.0,-8.962171149820566,0.0016478367853599934,4200,71,231,8.234254000009969,True,True,-8.882825871404318,0.010648324527552468,-8.867791257484537,0.010636707593500909,True,True,,independent,True,capacity,sigmoid,0,5,2
rank4,4,softplus,1.0,-8.805154194069004,0.005175703260481617,800,6,55,1.6237260999623686,True,True,-8.725433131456175,0.012423998757317086,-8.722070073303733,0.012385822690349909,True,True,,nested_warm_start,True,capacity,sigmoid,0,5,0
rank4,4,softplus,1.0,-9.027912959744443,0.0011986270127632326,4000,159,213,7.774031400214881,True,True,-9.028738249323657,0.011775450481277467,-9.013683605717429,0.011564883590193488,True,True,,independent,False,capacity,sigmoid,0,5,1
rank4,4,softplus,1.0,-9.024456291281918,0.0033028808895569804,4200,235,274,8.097077999962494,True,True,-9.017910238530838,0.011132744821691836,-9.025595824235577,0.011103655181808036,True,True,,independent,False,capacity,sigmoid,0,5,2
full,-1,softplus,1.0,-9.028199108590503,0.001053798706369748,800,15,17,1.1649765998590738,True,True,-9.023729052728363,0.011100179776275173,-9.016566822646222,0.012126726816284277,True,True,,nested_warm_start,False,capacity,sigmoid,0,5,0
full,-1,softplus,1.0,-9.025602202813332,0.0011488937338644482,2600,16,18,3.46816819999367,True,True,-9.028622058312173,0.011102422746678895,-9.028065431308447,0.01140491133792613,True,True,,independent,True,capacity,sigmoid,0,5,1
full,-1,softplus,1.0,-9.027893084980589,0.0009248583183355337,2600,15,19,3.6183529999107122,True,True,-9.021249296504973,0.012253151637438512,-9.005784569152526,0.011369492619162775,True,True,,independent,False,capacity,sigmoid,0,5,2
diag,0,softplus,1.0,-21.9244792484903,0.0026162321201849493,3400,15,19,5.531999300001189,True,True,-21.90223605175526,0.021871448295569605,-21.93422855400358,0.02183517790203148,True,True,,independent,False,capacity,sigmoid,1,10,0
diag,0,softplus,1.0,-21.921565468825886,0.001183266112073047,3000,17,20,4.98796600010246,True,True,-21.93060161194161,0.021167784786616784,-21.94727187832378,0.020667305633399424,True,True,,independent,False,capacity,sigmoid,1,10,1
diag,0,softplus,1.0,-21.918267984781245,0.0013509724108161268,3200,18,22,5.305021400097758,True,True,-21.89833709480346,0.019333043453279103,-21.904702486053303,0.019562487496597405,True,True,,independent,True,capacity,sigmoid,1,10,2
rank2,2,softplus,1.0,-21.53203045190187,0.0007869398981417963,1400,109,163,6.656569699989632,True,True,-21.55264492373751,0.019440425010638925,-21.524465330175964,0.02140728657014817,True,True,,nested_warm_start,True,capacity,sigmoid,1,10,0
rank2,2,softplus,1.0,-21.56022260388693,0.0008123361085666499,5800,60,65,14.70603060000576,True,True,-21.466394012660313,0.017158281768233537,-21.48787390717378,0.019833346341095678,True,True,,independent,False,capacity,sigmoid,1,10,1
rank2,2,softplus,1.0,-21.566256593597195,0.0018106756568120924,6200,85,92,15.898266099859029,True,True,-21.6013955388878,0.02289863816083733,-21.554406552536587,0.01742559321739304,True,True,,independent,False,capacity,sigmoid,1,10,2
rank4,4,softplus,1.0,-21.508504680410837,0.007064347969492865,800,138,228,7.963778899982572,True,True,-21.210875623198895,0.019536756673442318,-21.19699761446459,0.01714819704849548,True,True,,nested_warm_start,True,capacity,sigmoid,1,10,0
rank4,4,softplus,1.0,-21.52867695527679,0.007178081669312779,5400,152,269,15.591289900010452,True,True,-21.290612159168898,0.02033114110609743,-21.271161869777117,0.022145893689497282,True,True,,independent,False,capacity,sigmoid,1,10,1
rank4,4,softplus,1.0,-21.556166659297975,0.01575072532135924,5600,194,255,17.438385999994352,False,False,-21.377596027602593,0.01856504010292315,-21.36633504662254,0.018065663793063992,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,sigmoid,1,10,2
full,-1,softplus,1.0,-21.482361131108018,0.003179532865587712,1200,21,25,3.1339572998695076,True,True,-21.479281590740893,0.01747338132570996,-21.468772091152857,0.017634661108805922,True,True,,nested_warm_start,False,capacity,sigmoid,1,10,0
full,-1,softplus,1.0,-21.48272542923497,0.0026992462807280053,3000,20,23,6.777695699827746,True,True,-21.47964994239196,0.019238131253095578,-21.499023913433785,0.020770493074621272,True,True,,independent,False,capacity,sigmoid,1,10,1
full,-1,softplus,1.0,-21.481279775034412,0.0030074300177768457,3000,21,24,7.254231799859554,True,True,-21.479447529447057,0.017687045390949823,-21.525992598900945,0.02177319915032204,True,True,,independent,True,capacity,sigmoid,1,10,2
diag,0,softplus,1.0,-80.43383270038824,0.0014619625118959768,4000,500,566,44.58348340005614,True,True,-80.52862867088506,0.1143210826047568,-80.21389895735219,0.10839569762707998,True,True,,independent,True,capacity,sigmoid,1,20,0
diag,0,softplus,1.0,-80.4365199536233,0.0005126959501633158,5000,500,570,45.321136799873784,True,True,-80.52828886930695,0.11098625205834016,-80.47396814333652,0.11265160328119748,True,True,,independent,False,capacity,sigmoid,1,20,1
diag,0,softplus,1.0,-80.43414699985019,0.00044425954392578155,3600,500,562,41.00532369990833,True,True,-80.50341250051179,0.11286914649593448,-80.39592051927285,0.11350708330875368,True,True,,independent,False,capacity,sigmoid,1,20,2
