method,reverse_kl,reverse_kl_se,forward_kl,forward_kl_se,tv,tv_se,average_marginal_w1,sliced_w1,mean_relative_error,covariance_relative_error,metric_available,unavailable_reason,experiment,case,data_seed,m_constraints,normalizer_reliable,reference_reliable,logz,validation_elbo,normalized_gradient,converged,wall_time_seconds,jacobian_log_q01,jacobian_log_q50,jacobian_log_q99,minimum_derivative
Projection GP,inf,0.0,0.00932999305565999,1.456406015997752e-18,0.009286603716046837,0.0,0.0005493408236055075,0.0009528995972000327,0.0009680966584288083,0.03479492682423669,True,,main,log,19,5,True,True,-0.009329993055659402,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.06743027944355692,0.07122308178722944,0.13774516748047258,1.0,True,,main,log,19,5,True,True,-0.009329993055659402,,,,,,,,
EP-GP,inf,0.0,0.011192468183120498,0.0005513186053137556,0.04153772214928079,0.00032055517600987305,0.0016025019835617092,0.001701356645005518,0.0038931462218653053,0.030760723384478973,True,,main,log,19,5,True,True,-0.009329993055659402,,,,,,,,
CTVGP,0.7584116595900509,0.003965929479501846,2.1976955965449294,0.05799125692521058,0.44520038262013795,0.0014699812920253735,0.006881077438074398,0.007671803428013095,0.002156328249694309,0.39352561235471023,True,,main,log,19,5,True,True,-0.009329993055659402,-0.7643290498598891,0.000256440553300899,True,3.8112025998998433,-2.4161862333123962,-1.32783380703514,-0.45888333619533134,0.0422634795819414
Standard GP,inf,0.0,5.880648645906183e-05,4.1189124263176484e-20,5.880475739128421e-05,0.0,0.00037028966527693775,0.0008521526339944636,0.00039501947816825714,0.012571242047578968,True,,main,log,1,5,True,True,-5.880648645884001e-05,,,,,,,,
Projection GP,inf,0.0,5.880648645906183e-05,4.1189124263176484e-20,5.880475739128421e-05,0.0,0.00037028966527693775,0.0008521526339944636,0.00039501947816825714,0.012571242047578968,True,,main,log,1,5,True,True,-5.880648645884001e-05,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.05897010053592272,0.06112029042607631,0.10511802843689258,1.0,True,,main,log,1,5,True,True,-5.880648645884001e-05,,,,,,,,
EP-GP,inf,0.0,0.0028284504747986042,0.0004242732333038932,0.029055551389544486,0.00011348510901635797,0.0013035542535463315,0.0012751042726147342,0.0029785525597151572,0.008895991133604581,True,,main,log,1,5,True,True,-5.880648645884001e-05,,,,,,,,
CTVGP,0.46876922969764295,0.003188387652275839,0.7153058281023614,0.013183597847709784,0.33928174969795993,0.001313720012492886,0.00492533213822797,0.005140994953875686,0.0009477540360667715,0.31854205744227165,True,,main,log,1,5,True,True,-5.880648645884001e-05,-0.4710263502207397,0.0004166205821126184,True,3.3297747001051903,-1.9326108194495093,-1.3583272513974052,-0.44900696384016064,0.10161378872983089
Standard GP,inf,0.0,0.7780809369064275,2.602715999082378e-18,0.5407134339868305,0.0,0.02443796882339814,0.02978825757443841,0.06253937205271247,0.5584444859773079,True,,main,log,2,5,True,True,-0.7780809369064279,,,,,,,,
Projection GP,inf,0.0,0.7780809369064275,2.602715999082378e-18,0.5407134339868305,0.0,0.02443796882339814,0.02978825757443841,0.06253937205271247,0.5584444859773079,True,,main,log,2,5,True,True,-0.7780809369064279,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.06992355449547165,0.06614540172136037,0.10909238521989825,1.0,True,,main,log,2,5,True,True,-0.7780809369064279,,,,,,,,
EP-GP,inf,0.0,0.646330180920034,0.0005015031312996715,0.4744015659407153,0.001478095887345621,0.020005773620367297,0.0234823372416378,0.05061526893100883,0.5227873774252065,True,,main,log,2,5,True,True,-0.7780809369064279,,,,,,,,
CTVGP,0.5320665378517704,0.003410800111761969,1.1196466971084722,0.018557339367126082,0.37274597664509884,0.0013917410980958667,0.007815207213600437,0.007043686942478309,0.0014008043354212325,0.45220230865938293,True,,main,log,2,5,True,True,-0.7780809369064279,-1.3103460209320124,0.0003003308563295823,True,10.005860299803317,-4.231940127118075,-1.279742704475129,-0.3610832663651043,0.0016462219368535164
Standard GP,inf,0.0,0.004287017832171137,1.798698933240023e-18,0.004277841688671624,0.0,0.0009044431711325107,0.0014500205842975637,0.0022830157509758273,0.02369449732406765,True,,main,log,3,5,True,True,-0.004287017832171447,,,,,,,,
Projection GP,inf,0.0,0.004287017832171137,1.798698933240023e-18,0.004277841688671624,0.0,0.0009044431711325107,0.0014500205842975637,0.0022830157509758273,0.02369449732406765,True,,main,log,3,5,True,True,-0.004287017832171447,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.06611551415823905,0.06771092721490994,0.1026615327157927,1.0,True,,main,log,3,5,True,True,-0.004287017832171447,,,,,,,,
EP-GP,inf,0.0,0.0069218591168134615,0.0005572540356063302,0.03972563909720028,0.00024112281039008918,0.0017717708604501163,0.002761114851924979,0.004239773861573201,0.017739912938751826,True,,main,log,3,5,True,True,-0.004287017832171447,,,,,,,,
CTVGP,0.19732808092745643,0.0019218141103198778,0.5863003243550249,0.026277834926110123,0.21162763535767598,0.001032985009392868,0.005070930949034215,0.0055398077216761285,0.0026329162703849687,0.21195613838611577,True,,main,log,3,5,True,True,-0.004287017832171447,-0.20014492341519752,0.00013792423534785477,True,4.966061499901116,-2.1080036523727697,-1.2438164984302045,-0.44067224800195626,0.058648385045549825
Standard GP,inf,0.0,0.03989885176447849,2.4052386182486023e-19,0.03911337377613133,0.0,0.0021453771046323795,0.003088442443680209,0.005993192155821865,0.12007718015527143,True,,main,log,4,5,True,True,-0.03989885176447849,,,,,,,,
Projection GP,inf,0.0,0.03989885176447849,2.4052386182486023e-19,0.03911337377613133,0.0,0.0021453771046323795,0.003088442443680209,0.005993192155821865,0.12007718015527143,True,,main,log,4,5,True,True,-0.03989885176447849,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.07056990773228564,0.07363397645202112,0.12052815573465855,1.0,True,,main,log,4,5,True,True,-0.03989885176447849,,,,,,,,
EP-GP,inf,0.0,0.036760910107172945,0.000667268654557598,0.060606384159878714,0.0005869212974618092,0.0023215029219306625,0.002439961211524008,0.0032385432107090487,0.08967091134305787,True,,main,log,4,5,True,True,-0.03989885176447849,,,,,,,,
CTVGP,0.35202363660412306,0.0026432981313474187,1.2212660124668802,0.03776452751433044,0.2942998280170168,0.0012423871579303099,0.00670128083432388,0.006503186845201077,0.0022432112213521768,0.2627021494432743,True,,main,log,4,5,True,True,-0.03989885176447849,-0.3898157520060668,0.0002722576432028224,True,4.497412600088865,-2.566462515438823,-1.3283479606599569,-0.43026521249031047,0.02830967143337358
Standard GP,inf,0.0,0.04468384939915855,2.5461048215067573e-18,0.0437002312070317,0.0,0.0026312297149981892,0.0030400350774012416,0.006201992501052168,0.12928482161891014,True,,main,log,5,5,True,True,-0.044683849399158815,,,,,,,,
Projection GP,inf,0.0,0.04468384939915855,2.5461048215067573e-18,0.0437002312070317,0.0,0.0026312297149981892,0.0030400350774012416,0.006201992501052168,0.12928482161891014,True,,main,log,5,5,True,True,-0.044683849399158815,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.07252926942964333,0.07111751742700506,0.11310596605195063,1.0,True,,main,log,5,5,True,True,-0.044683849399158815,,,,,,,,
EP-GP,inf,0.0,0.038128466769966896,0.0005738587921029933,0.05716190360673061,0.0006267041246906164,0.0015842530830931136,0.0021518871874188165,0.0012729785004457585,0.09900687952342925,True,,main,log,5,5,True,True,-0.044683849399158815,,,,,,,,
CTVGP,0.41640803418158917,0.002844229188578499,1.0738195502831485,0.027310299683731252,0.3173566802257852,0.001325701425513346,0.006494066648668115,0.005378950705046238,0.0023516818881634365,0.26503360689819727,True,,main,log,5,5,True,True,-0.044683849399158815,-0.454012622517598,0.00023250478686206552,True,2.42400459991768,-2.778187883224605,-1.308699655094225,-0.3361979433301273,0.021984637770318827
Standard GP,inf,0.0,0.9496516298220051,2.35464287715464e-18,0.6131242240358049,0.0,0.05170767749690595,0.049994133910899526,0.0984595711889209,0.5831894309702803,True,,main,log,6,5,True,True,-0.949651629822005,,,,,,,,
Projection GP,inf,0.0,0.9496516298220051,2.35464287715464e-18,0.6131242240358049,0.0,0.05170767749690595,0.049994133910899526,0.0984595711889209,0.5831894309702803,True,,main,log,6,5,True,True,-0.949651629822005,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.18153080174802627,0.17327607807565062,0.2943812377229054,1.0,True,,main,log,6,5,True,True,-0.949651629822005,,,,,,,,
EP-GP,inf,0.0,0.7988076072520227,0.0006883685136303438,0.5466881664196342,0.0014057067529873464,0.04008497566979581,0.042994040627938566,0.0809117608338457,0.5329298187972444,True,,main,log,6,5,True,True,-0.949651629822005,,,,,,,,
CTVGP,0.594991718554112,0.003707597898780595,1.7396939804987137,0.03744741652293062,0.38335425565550035,0.0014420454892348144,0.011963386705347754,0.01046483077643591,0.006273117426285678,0.2848729069168731,True,,main,log,6,5,True,True,-0.949651629822005,-1.5405384048887885,0.001295875514765575,True,11.698778900085017,-4.110327650374918,-1.154200022624225,-0.3000159033071961,0.002630776418113146
Standard GP,inf,0.0,1.0807497479981724e-05,1.4195138286519691e-18,1.0807439078774905e-05,0.0,0.00047379164581332864,0.000757034815007544,0.000648479378633891,0.009874474327465669,True,,main,log,7,5,True,True,-1.0807497479614625e-05,,,,,,,,
Projection GP,inf,0.0,1.0807497479981724e-05,1.4195138286519691e-18,1.0807439078774905e-05,0.0,0.00047379164581332864,0.000757034815007544,0.000648479378633891,0.009874474327465669,True,,main,log,7,5,True,True,-1.0807497479614625e-05,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.06550548615994803,0.06667106570554968,0.11535381804842523,1.0,True,,main,log,7,5,True,True,-1.0807497479614625e-05,,,,,,,,
EP-GP,inf,0.0,0.002028449370659978,0.000359373880296844,0.024511320450082166,9.368263882519889e-05,0.0013736652664787749,0.0014883692844965598,0.003398005976998285,0.01606439858588404,True,,main,log,7,5,True,True,-1.0807497479614625e-05,,,,,,,,
CTVGP,0.11952403857091685,0.0015395699361865026,0.17108450334327824,0.006011543649135608,0.15763352311596945,0.0008444266539561337,0.0028252139406886472,0.0027941918426281627,0.0009447681339177634,0.1408474394449053,True,,main,log,7,5,True,True,-1.0807497479614625e-05,-0.11931404401978662,0.00010667868865844004,True,3.6480467999354005,-1.8440578638548084,-1.3626898566302925,-0.40027829246760604,0.09840484283606288
Standard GP,inf,0.0,3.285559425947293e-05,4.961425834548908e-20,3.285505452010895e-05,0.0,0.000422994754569625,0.0008024782624990864,0.000312038271008245,0.010227720971082637,True,,main,log,8,5,True,True,-3.285559425925122e-05,,,,,,,,
Projection GP,inf,0.0,3.285559425947293e-05,4.961425834548908e-20,3.285505452010895e-05,0.0,0.000422994754569625,0.0008024782624990864,0.000312038271008245,0.010227720971082637,True,,main,log,8,5,True,True,-3.285559425925122e-05,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.07860815185979139,0.07384380456550635,0.12700083110130614,1.0,True,,main,log,8,5,True,True,-3.285559425925122e-05,,,,,,,,
EP-GP,inf,0.0,0.0026114852264387655,0.0004075390573697207,0.027871606086330387,0.0001083341526197061,0.0014516476825937054,0.0019522104952532818,0.0032533885490092884,0.013343699473028115,True,,main,log,8,5,True,True,-3.285559425925122e-05,,,,,,,,
CTVGP,0.14218464258512087,0.0016635950927135668,0.2378887020186889,0.007979258536981964,0.17843416131066467,0.0008993502065893267,0.0032409263908756503,0.0026431937157162955,0.001330671197162874,0.18169777909239881,True,,main,log,8,5,True,True,-3.285559425925122e-05,-0.14157719810414449,7.555322664274163e-05,True,3.2763173999264836,-2.0656408280126373,-1.3841944809305877,-0.3282831472015137,0.0860069410707649
Standard GP,inf,0.0,0.027380044708216644,1.9414241526039477e-19,0.027008608980372606,0.0,0.0017030536597428298,0.0019057274231674562,0.004576543001323088,0.10748705017233383,True,,main,log,9,5,True,True,-0.027380044708216644,,,,,,,,
Projection GP,inf,0.0,0.027380044708216644,1.9414241526039477e-19,0.027008608980372606,0.0,0.0017030536597428298,0.0019057274231674562,0.004576543001323088,0.10748705017233383,True,,main,log,9,5,True,True,-0.027380044708216644,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.0769904862667378,0.08241657723260605,0.1479060382258212,1.0,True,,main,log,9,5,True,True,-0.027380044708216644,,,,,,,,
EP-GP,inf,0.0,0.027026389784379694,0.0006742409015254905,0.055594682842913426,0.0004871656960884263,0.0026676404196411714,0.002041262212552412,0.0043819656684690195,0.0778009879532789,True,,main,log,9,5,True,True,-0.027380044708216644,,,,,,,,
CTVGP,0.755115130811603,0.003957209719725761,2.342289018068563,0.062149931364440046,0.4447180633092077,0.001467734312531414,0.009114116771454604,0.010374827491925878,0.0026780519074539066,0.3834754629781499,True,,main,log,9,5,True,True,-0.027380044708216644,-0.7805558323598514,0.000185547338578193,True,4.374424899928272,-2.427361615793184,-1.2676715995934187,-0.43135759705470395,0.04218530801734019
Standard GP,inf,0.0,8.594832383710095,1.0364453371095732e-17,0.9998149403557899,0.0,0.24192978635027657,0.22887198596597355,0.2617885422286124,1.171736013201505,True,,main,sigmoid,0,5,True,True,-8.594832383710093,,,,,,,,
Projection GP,inf,0.0,8.594832383710095,1.0364453371095732e-17,0.9998149403557899,0.0,0.24192978635027657,0.22887198596597355,0.2617885422286124,1.171736013201505,True,,main,sigmoid,0,5,True,True,-8.594832383710093,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.4016841927124915,0.5543527705483914,0.645363663466199,1.0,True,,main,sigmoid,0,5,True,True,-8.594832383710093,,,,,,,,
EP-GP,inf,0.0,6.010614806511453,0.0015336812775716938,0.9974608059243734,1.358343291903251e-05,0.1642348049569819,0.1609089857720464,0.18595347745675264,0.9809893521559063,True,,main,sigmoid,0,5,True,True,-8.594832383710093,,,,,,,,
CTVGP,0.4324718014416078,0.0032474204456918628,1.1538167871481393,0.02153124093369928,0.32761135108159817,0.0013100946803164654,0.010814089686041051,0.006462692395232242,0.0019170650331444678,0.05881502588623251,True,,main,sigmoid,0,5,True,True,-8.594832383710093,-9.025708408082489,0.0007348480306669188,True,5.804953300161287,-5.079227082508507,-2.2521147228716534,-0.07675470003882294,0.0005307346384509379
Standard GP,inf,0.0,7.536216127317033,2.990103947450437e-19,0.9994665878282603,0.0,0.167375760835842,0.19788342558674515,0.208575410368684,0.8073178506797898,True,,main,sigmoid,10,5,True,True,-7.536216127317033,,,,,,,,
Projection GP,inf,0.0,7.536216127317033,2.990103947450437e-19,0.9994665878282603,0.0,0.167375760835842,0.19788342558674515,0.208575410368684,0.8073178506797898,True,,main,sigmoid,10,5,True,True,-7.536216127317033,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.4541844244203799,0.5691930233672193,0.6563260652278898,1.0,True,,main,sigmoid,10,5,True,True,-7.536216127317033,,,,,,,,
EP-GP,inf,0.0,5.622098600778017,0.0015216395126902147,0.9962566844835837,1.9911663138899085e-05,0.1205466645744299,0.14392520406541132,0.16004168823349335,0.6777175561851245,True,,main,sigmoid,10,5,True,True,-7.536216127317033,,,,,,,,
CTVGP,0.42271172524071776,0.0031932749246997676,1.2177550883199708,0.023514515766703558,0.3227549175911301,0.0013081651715011863,0.011927658400150034,0.006634677943867391,0.0030888940463965966,0.05304637953175243,True,,main,sigmoid,10,5,True,True,-7.536216127317033,-7.958347320010155,0.000569554546488381,True,6.118160099955276,-5.158395377496798,-2.0233415691761527,-0.07223330629163656,0.00044418988691615646
Standard GP,inf,0.0,6.202716567493298,5.601566760063313e-18,0.9979760749674428,0.0,0.11572494334379142,0.10773061051518996,0.1570450418688791,2.2163946885090335,True,,main,sigmoid,11,5,True,True,-6.202716567493299,,,,,,,,
Projection GP,inf,0.0,6.202716567493298,5.601566760063313e-18,0.9979760749674428,0.0,0.11572494334379142,0.10773061051518996,0.1570450418688791,2.2163946885090335,True,,main,sigmoid,11,5,True,True,-6.202716567493299,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.24984781614667823,0.3144696023769161,0.5344218445194957,1.0,True,,main,sigmoid,11,5,True,True,-6.202716567493299,,,,,,,,
EP-GP,inf,0.0,5.3383287303692075,0.0009440943468228903,0.9951250165975644,2.494101847090715e-05,0.09863892995459289,0.09440097508443121,0.1307239842537849,1.9094962762181225,True,,main,sigmoid,11,5,True,True,-6.202716567493299,,,,,,,,
CTVGP,0.47811226648229166,0.0038237486037087575,1.0630206232791173,0.01852031502486607,0.33934603231679,0.0013219297033752215,0.007026545212643479,0.0044387835799925505,0.003118279552270956,0.12266953111490153,True,,main,sigmoid,11,5,True,True,-6.202716567493299,-6.673001132625076,0.004227289200578643,True,9.861988099990413,-5.368032893525746,-3.0357479121572473,-0.18120967543152364,0.0009137889912185887
Standard GP,inf,0.0,7.419150737152786,5.900972892031552e-18,0.9994003418032479,0.0,0.1264829590492467,0.11225903378494363,0.19623895987002624,2.7661239394256127,True,,main,sigmoid,12,5,True,True,-7.419150737152785,,,,,,,,
Projection GP,inf,0.0,7.419150737152786,5.900972892031552e-18,0.9994003418032479,0.0,0.1264829590492467,0.11225903378494363,0.19623895987002624,2.7661239394256127,True,,main,sigmoid,12,5,True,True,-7.419150737152785,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.2391143615436356,0.31345706530310063,0.513257249246041,1.0,True,,main,sigmoid,12,5,True,True,-7.419150737152785,,,,,,,,
EP-GP,inf,0.0,6.75743944889297,0.0006657839651021307,0.9988290298396747,5.926798285456308e-06,0.11067700241733917,0.1093800239306287,0.17376249050309844,2.480533554560255,True,,main,sigmoid,12,5,True,True,-7.419150737152785,,,,,,,,
CTVGP,0.6116110318460652,0.004320274425630655,1.6503720854279003,0.026490949351229476,0.3912109215469448,0.0014359208593548406,0.005590630196408376,0.004218766990905382,0.0030236922243663546,0.15874909087424674,True,,main,sigmoid,12,5,True,True,-7.419150737152785,-8.029407664179947,0.0016036623004022793,True,8.624831599881873,-5.718228003669139,-3.29473199538348,-0.195829176749185,0.00047523117275574434
Standard GP,inf,0.0,4.998482495522685,0.0,0.9932518203741106,0.0,0.24018389931434103,0.23972886433900698,0.24768621776101216,1.0809664230819738,True,,main,sigmoid,13,5,True,True,-4.998482495522685,,,,,,,,
Projection GP,inf,0.0,4.998482495522685,0.0,0.9932518203741106,0.0,0.24018389931434103,0.23972886433900698,0.24768621776101216,1.0809664230819738,True,,main,sigmoid,13,5,True,True,-4.998482495522685,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.4565222612245119,0.6458498899192113,0.648272388912518,1.0,True,,main,sigmoid,13,5,True,True,-4.998482495522685,,,,,,,,
EP-GP,inf,0.0,2.745705719938753,0.001931584044686986,0.9319078519071697,0.00034993858961490903,0.11864417370703381,0.1268700020500801,0.1276549963815521,0.7548224181950746,True,,main,sigmoid,13,5,True,True,-4.998482495522685,,,,,,,,
CTVGP,0.3825150843860792,0.0029037544873742,0.9273696678670403,0.017393649720850887,0.30696598752490867,0.0012696760266783643,0.016282769494371865,0.00965523796807473,0.002539313474561423,0.08832396635573027,True,,main,sigmoid,13,5,True,True,-4.998482495522685,-5.381300859380136,0.00045049785721001294,True,4.355022999923676,-4.296759388532551,-1.8229413939781174,-0.057103773682724165,0.0012415942155989557
Standard GP,inf,0.0,5.10496127855409,1.8093871575932556e-18,0.9939334261828748,0.0,0.25429068498350627,0.2622607698889747,0.2838362192533592,1.0678667139348206,True,,main,sigmoid,14,5,True,True,-5.10496127855409,,,,,,,,
Projection GP,inf,0.0,5.10496127855409,1.8093871575932556e-18,0.9939334261828748,0.0,0.25429068498350627,0.2622607698889747,0.2838362192533592,1.0678667139348206,True,,main,sigmoid,14,5,True,True,-5.10496127855409,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.42825734850546643,0.600016616917119,0.6143137275714802,1.0,True,,main,sigmoid,14,5,True,True,-5.10496127855409,,,,,,,,
EP-GP,inf,0.0,2.713767565850933,0.002025632538313723,0.929684197655924,0.00036435037539217984,0.11926128536710619,0.1370269474592601,0.14131133408264898,0.6971834804086093,True,,main,sigmoid,14,5,True,True,-5.10496127855409,,,,,,,,
CTVGP,0.37908258088042324,0.0028570974116789117,0.9368869874494389,0.017616677303752992,0.30472256896039734,0.0012648953958080097,0.017158011979984965,0.010089557212154203,0.0032440747112296962,0.07472940878962622,True,,main,sigmoid,14,5,True,True,-5.10496127855409,-5.481318248293343,0.00044644854992222945,True,5.449657800141722,-4.256552062058408,-1.7743569831904242,-0.06481994934708828,0.0016759927789794014
Standard GP,inf,0.0,9.245237278396772,0.0,0.9999034295030892,0.0,0.1868791593709493,0.18462431507369623,0.24404938885907845,2.104595292099471,True,,main,sigmoid,15,5,True,True,-9.245237278396772,,,,,,,,
Projection GP,inf,0.0,9.245237278396772,0.0,0.9999034295030892,0.0,0.1868791593709493,0.18462431507369623,0.24404938885907845,2.104595292099471,True,,main,sigmoid,15,5,True,True,-9.245237278396772,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.28982113876268245,0.40101182159948146,0.5558549858358637,1.0,True,,main,sigmoid,15,5,True,True,-9.245237278396772,,,,,,,,
EP-GP,inf,0.0,7.6494254349468,0.0009086738438262816,0.9995181628526761,2.4705917268608857e-06,0.1541802861136377,0.14005532655583422,0.19803947022824347,1.7996988442654445,True,,main,sigmoid,15,5,True,True,-9.245237278396772,,,,,,,,
CTVGP,0.457586549210907,0.0037353709343487854,1.0891430159245699,0.019293020634189292,0.33565285709151604,0.0013194732878841814,0.006904262550278768,0.004841278002064185,0.0021168944742446186,0.13774239579248354,True,,main,sigmoid,15,5,True,True,-9.245237278396772,-9.698777845044084,0.0006013386192734215,True,9.277489600004628,-5.428311355753392,-3.045036609254322,-0.1314811601241737,0.00033139123766353653
Standard GP,inf,0.0,6.273510688537826,1.3395074141849436e-18,0.9981144027948257,0.0,0.14702343642943302,0.14204937854335517,0.1818373968299132,1.4455083647359535,True,,main,sigmoid,16,5,True,True,-6.273510688537826,,,,,,,,
Projection GP,inf,0.0,6.273510688537826,1.3395074141849436e-18,0.9981144027948257,0.0,0.14702343642943302,0.14204937854335517,0.1818373968299132,1.4455083647359535,True,,main,sigmoid,16,5,True,True,-6.273510688537826,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.3252315718850757,0.443292236243051,0.6074801711761025,1.0,True,,main,sigmoid,16,5,True,True,-6.273510688537826,,,,,,,,
EP-GP,inf,0.0,4.8735939553478635,0.0012458952818450737,0.9921633123868924,4.073181939907852e-05,0.11563115542368593,0.11644376429564582,0.14147878222718116,1.2220799087689656,True,,main,sigmoid,16,5,True,True,-6.273510688537826,,,,,,,,
CTVGP,0.43601287682646817,0.003360486812924424,0.9980515859144251,0.018278896939044807,0.327529349992423,0.0012959106357547504,0.008783207140082485,0.005356584947275087,0.001279996576276704,0.0909804320868427,True,,main,sigmoid,16,5,True,True,-6.273510688537826,-6.709327038327121,0.0007900846357635487,True,9.236519099911675,-5.01350292623793,-2.630779436420391,-0.11740809344267454,0.0010747230836360192
Standard GP,inf,0.0,5.333155854925505,2.5055516440417124e-18,0.9951711930732493,0.0,0.18578816490526187,0.1798793805584188,0.2651496951336038,1.3761533114844946,True,,main,sigmoid,17,5,True,True,-5.333155854925505,,,,,,,,
Projection GP,inf,0.0,5.333155854925505,2.5055516440417124e-18,0.9951711930732493,0.0,0.18578816490526187,0.1798793805584188,0.2651496951336038,1.3761533114844946,True,,main,sigmoid,17,5,True,True,-5.333155854925505,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.27253464268779204,0.33782017283090093,0.5068790966816848,1.0,True,,main,sigmoid,17,5,True,True,-5.333155854925505,,,,,,,,
EP-GP,inf,0.0,3.465160827250015,0.0016708824572293905,0.9674103758518613,0.0001710321030083774,0.1167186077157186,0.11565628617343143,0.16555102253806833,1.0285650222296012,True,,main,sigmoid,17,5,True,True,-5.333155854925505,,,,,,,,
CTVGP,0.40008456123989156,0.003122807520784518,0.9137318925706415,0.01713963324479712,0.31205058479687925,0.0012741434023335794,0.013806644201194141,0.008069315770772852,0.0031640302334627578,0.09315804221092647,True,,main,sigmoid,17,5,True,True,-5.333155854925505,-5.7304117383049675,0.0003063324391068548,True,5.073714700061828,-4.524756210942443,-2.2186491736442786,-0.13331764003389276,0.0011739630376748635
Standard GP,inf,0.0,6.651511187105502,1.0415619920144943e-17,0.9987079319272278,0.0,0.1434815903638044,0.14285157560651227,0.1800378522934104,2.0623169542181596,True,,main,sigmoid,18,5,True,True,-6.651511187105504,,,,,,,,
Projection GP,inf,0.0,6.651511187105502,1.0415619920144943e-17,0.9987079319272278,0.0,0.1434815903638044,0.14285157560651227,0.1800378522934104,2.0623169542181596,True,,main,sigmoid,18,5,True,True,-6.651511187105504,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.3049164822160531,0.40156729806453956,0.5607902467207689,1.0,True,,main,sigmoid,18,5,True,True,-6.651511187105504,,,,,,,,
EP-GP,inf,0.0,5.504410884695539,0.0010643023582413483,0.9958643458168348,2.1309236928964107e-05,0.1193211670144636,0.11451791689142388,0.14535705829155648,1.7551505742904778,True,,main,sigmoid,18,5,True,True,-6.651511187105504,,,,,,,,
CTVGP,0.44896936649262287,0.0035915041613024065,1.0660573760911807,0.018578078050258788,0.3319978112646914,0.0013126271516379778,0.007703187303826247,0.005662239544938496,0.002114015499052759,0.10245819925317279,True,,main,sigmoid,18,5,True,True,-6.651511187105504,-7.098340594181176,0.0006331808754459761,True,8.903125599958003,-5.242443216854813,-2.879160369634127,-0.12752406399286706,0.0007410443213605108
Standard GP,inf,0.0,6.321071937450284,1.5888483391045836e-18,0.9982019848868791,0.0,0.14383771963258196,0.13827411088672117,0.19138524178457675,1.6726643820793077,True,,main,sigmoid,19,5,True,True,-6.321071937450284,,,,,,,,
Projection GP,inf,0.0,6.321071937450284,1.5888483391045836e-18,0.9982019848868791,0.0,0.14383771963258196,0.13827411088672117,0.19138524178457675,1.6726643820793077,True,,main,sigmoid,19,5,True,True,-6.321071937450284,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.27896111591032535,0.3887062795675119,0.5500589773599349,1.0,True,,main,sigmoid,19,5,True,True,-6.321071937450284,,,,,,,,
EP-GP,inf,0.0,5.011800338164438,0.001172676520568914,0.9931998700797502,3.5240459485245386e-05,0.11464087229023404,0.11190613209358646,0.15040747563106827,1.4325966225681117,True,,main,sigmoid,19,5,True,True,-6.321071937450284,,,,,,,,
CTVGP,0.4388337078070004,0.003542315230371562,1.0518623676261951,0.018749140422229083,0.3284999548167375,0.001308460786469609,0.008477344719123321,0.005289117159232221,0.0023374076190586512,0.09548637309069773,True,,main,sigmoid,19,5,True,True,-6.321071937450284,-6.760940488386819,0.0010403642467833514,True,5.173413099953905,-5.076343639234322,-2.7280093195831063,-0.14652630679865558,0.0012975241931864243
Standard GP,inf,0.0,2.110428446834525,2.6423230060430017e-18,0.8788139664635238,0.0,0.1065568847596512,0.11473500282443122,0.14247366031977565,0.5988933525749579,True,,main,sigmoid,1,5,True,True,-2.1104284468345247,,,,,,,,
Projection GP,inf,0.0,2.110428446834525,2.6423230060430017e-18,0.8788139664635238,0.0,0.1065568847596512,0.11473500282443122,0.14247366031977565,0.5988933525749579,True,,main,sigmoid,1,5,True,True,-2.1104284468345247,,,,,,,,
Basis GP,inf,0.0,inf,0.0,1.0,0.0,0.4476494851336823,0.5173196788438624,0.6346705122096988,1.0,True,,main,sigmoid,1,5,True,True,-2.1104284468345247,,,,,,,,
