benchmark,c,cv_nll,cv_nll_std,data_seed,failed_folds,failure_reason,full_constraint_violation,full_ep_converged,full_ep_sweeps,nonconverged_folds,selected,successful_folds,tau
linear,0.02,5.710123821101429,3.4157200628823974,0,0,,0.0,True,1,0,True,5,0.00036739948698439863
linear,0.05,5.7101239826851,3.4157273527876044,0,0,,0.0,True,1,0,False,5,0.0009184987174609967
linear,0.1,5.710124570760604,3.415753359430465,0,0,,0.0,True,1,0,False,5,0.0018369974349219933
linear,0.2,5.710127091770919,3.4158569397267002,0,0,,0.0,True,1,0,False,5,0.0036739948698439866
linear,0.35,5.710135341804585,3.416138169840018,0,0,,0.0,True,1,0,False,5,0.006429491022226975
linear,0.5,5.710151474710623,3.4165627385154025,0,0,,0.0,True,1,0,False,5,0.009184987174609966
linear,1.0,5.710293415256297,3.4188456676231835,0,0,,0.0,True,1,0,False,5,0.01836997434921993
linear,0.02,2.091328481334016,1.9400678657248736,10,0,,0.0,True,1,0,True,5,0.0004497795289077665
linear,0.05,2.091328481478572,1.940067865554089,10,0,,0.0,True,1,0,False,5,0.0011244488222694163
linear,0.1,2.091328481996417,1.9400678649422864,10,0,,0.0,True,1,0,False,5,0.0022488976445388326
linear,0.2,2.0913284840926383,1.940067862465726,10,0,,0.0,True,1,0,False,5,0.004497795289077665
linear,0.35,2.091328490066369,1.9400678554081197,10,0,,0.0,True,1,0,False,5,0.007871141755885913
linear,0.5,2.091328499926256,1.940067843759253,10,0,,0.0,True,1,0,False,5,0.011244488222694162
linear,1.0,2.091328575980609,1.9400677539055817,10,0,,0.0,True,1,0,False,5,0.022488976445388324
linear,0.02,1.9274369548172245,3.2231838795820495,11,0,,0.0,True,1,0,False,5,0.0003618912544869031
linear,0.05,1.9274369548172245,3.2231838795820495,11,0,,0.0,True,1,0,False,5,0.0009047281362172578
linear,0.1,1.9274369548172245,3.22318387958205,11,0,,0.0,True,1,0,False,5,0.0018094562724345156
linear,0.2,1.9274369548172214,3.2231838795820518,11,0,,0.0,True,1,0,False,5,0.003618912544869031
linear,0.35,1.92743695481721,3.2231838795820598,11,0,,0.0,True,1,0,False,5,0.006333096953520804
linear,0.5,1.9274369548171755,3.2231838795820837,11,0,,0.0,True,1,0,True,5,0.009047281362172577
linear,1.0,1.9274369548174373,3.2231838795819026,11,0,,0.0,True,1,0,False,5,0.018094562724345155
linear,0.02,1.9204902895914209,3.5089111515651337,12,0,,0.0,True,1,0,False,5,0.0004041471380944728
linear,0.05,1.920490289589757,3.508911151566272,12,0,,0.0,True,1,0,False,5,0.001010367845236182
linear,0.1,1.9204902895837073,3.50891115157041,12,0,,0.0,True,1,0,False,5,0.002020735690472364
linear,0.2,1.9204902895572964,3.5089111515884763,12,0,,0.0,True,1,0,False,5,0.004041471380944728
linear,0.35,1.9204902894644054,3.508911151652017,12,0,,0.0,True,1,0,False,5,0.007072574916653273
linear,0.5,1.9204902892456228,3.5089111518016716,12,0,,0.0,True,1,0,False,5,0.01010367845236182
linear,1.0,1.9204902831864021,3.508911155946395,12,0,,0.0,True,1,0,True,5,0.02020735690472364
linear,0.02,2.2535176662167884,1.8013360785450292,13,0,,0.0,True,1,0,True,5,0.0005254639298364196
linear,0.05,2.2535188255037273,1.8013363112040002,13,0,,0.0,True,1,0,False,5,0.001313659824591049
linear,0.1,2.253522972482245,1.8013371434974053,13,0,,0.0,True,1,0,False,5,0.002627319649182098
linear,0.2,2.253539664059123,1.801340493954868,13,0,,0.0,True,1,0,False,5,0.005254639298364196
linear,0.35,2.2535864073598235,1.8013498806998849,13,0,,0.0,True,1,0,False,5,0.009195618772137341
linear,0.5,2.2536609922915862,1.801364870913143,13,0,,0.0,True,1,0,False,5,0.01313659824591049
linear,1.0,2.25414842469086,1.8014632130498338,13,0,,0.0,True,1,0,False,5,0.02627319649182098
linear,0.02,2.5806713888857007,1.9221030750607435,14,0,,0.0,True,1,0,False,5,0.0005336237504970511
linear,0.05,2.5806712382275814,1.9221033008028567,14,0,,0.0,True,1,0,False,5,0.0013340593762426276
linear,0.1,2.5806707031512337,1.922104102547265,14,0,,0.0,True,1,0,False,5,0.0026681187524852552
linear,0.2,2.580668609390187,1.9221072397880175,14,0,,0.0,True,1,0,False,5,0.0053362375049705105
linear,0.35,2.5806632318419944,1.9221152974045486,14,0,,0.0,True,1,0,False,5,0.009338415633698393
linear,0.5,2.5806559971518808,1.9221261377928067,14,0,,0.0,True,1,0,False,5,0.013340593762426276
linear,1.0,2.580637934920805,1.9221532023889996,14,0,,0.0,True,1,0,True,5,0.026681187524852552
linear,0.02,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.000421254587704594
linear,0.05,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.001053136469261485
linear,0.1,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.00210627293852297
linear,0.2,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.00421254587704594
linear,0.35,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.007371955284830395
linear,0.5,3.2807768380955613,4.234524452123128,15,0,,0.0,True,1,0,False,5,0.01053136469261485
linear,1.0,3.2807768380955595,4.23452445212313,15,0,,0.0,True,1,0,True,5,0.0210627293852297
linear,0.02,2.5724500599007114,2.336645814647761,16,0,,0.0,True,1,0,False,5,0.0004087242475055021
linear,0.05,2.572442045343991,2.3366528421712527,16,0,,0.0,True,1,0,False,5,0.0010218106187637552
linear,0.1,2.572413473974927,2.3366778957779886,16,0,,0.0,True,1,0,False,5,0.0020436212375275105
linear,0.2,2.5722999978341514,2.3367774151093386,16,0,,0.0,True,1,0,False,5,0.004087242475055021
linear,0.35,2.5719945190028564,2.337045437924944,16,0,,0.0,True,1,0,False,5,0.007152674331346286
linear,0.5,2.5715408577370917,2.337443785549899,16,0,,0.0,True,1,0,False,5,0.010218106187637552
linear,1.0,2.569277662057596,2.3394365937178563,16,0,,0.0,True,1,0,True,5,0.020436212375275105
linear,0.02,1.0477383849698376,1.3415723552596404,17,0,,0.0,True,1,0,True,5,0.0005507005458274311
linear,0.05,1.0477400826318994,1.341573320391942,17,0,,0.0,True,1,0,False,5,0.0013767513645685776
linear,0.1,1.0477461397686547,1.341576763996804,17,0,,0.0,True,1,0,False,5,0.0027535027291371553
linear,0.2,1.0477702745881945,1.3415904864003574,17,0,,0.0,True,1,0,False,5,0.005507005458274311
linear,0.35,1.047835850498764,1.341627781337846,17,0,,0.0,True,1,0,False,5,0.009637259551980042
linear,0.5,1.0479347831843302,1.341684075612278,17,0,,0.0,True,1,0,False,5,0.013767513645685776
linear,1.0,1.0484478816662155,1.3419765839650775,17,0,,0.0,True,1,0,False,5,0.027535027291371552
linear,0.02,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,True,5,0.000525269737985894
linear,0.05,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.0013131743449647352
linear,0.1,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.0026263486899294705
linear,0.2,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.005252697379858941
linear,0.35,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.009192220414753146
linear,0.5,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.013131743449647352
linear,1.0,1.627442940381465,1.751088304923195,18,0,,0.0,True,1,0,False,5,0.026263486899294704
linear,0.02,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,True,5,0.0003689772010477464
linear,0.05,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.0009224430026193661
linear,0.1,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.0018448860052387322
linear,0.2,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.0036897720104774644
linear,0.35,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.006457101018335562
linear,0.5,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.00922443002619366
linear,1.0,1.649852157600386,3.0338554877312913,19,0,,0.0,True,1,0,False,5,0.01844886005238732
linear,0.02,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,True,5,0.00036753183721092297
linear,0.05,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.0009188295930273075
linear,0.1,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.001837659186054615
linear,0.2,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.00367531837210923
linear,0.35,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.006431807151191152
linear,0.5,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.009188295930273075
linear,1.0,2.4774614773631827,4.067714346582385,1,0,,0.0,True,1,0,False,5,0.01837659186054615
linear,0.02,0.4516598498999346,0.8284465835578597,2,0,,0.0,True,1,0,True,5,0.00044504138577994144
linear,0.05,0.4516598500623221,0.8284465838839282,2,0,,0.0,True,1,0,False,5,0.0011126034644498536
linear,0.1,0.45165985064972586,0.8284465850634153,2,0,,0.0,True,1,0,False,5,0.002225206928899707
linear,0.2,0.45165985309565554,0.8284465899747598,2,0,,0.0,True,1,0,False,5,0.004450413857799414
linear,0.35,0.451659860684605,0.8284466052131152,2,0,,0.0,True,1,0,False,5,0.007788224251148975
linear,0.5,0.45165987526928364,0.8284466344986596,2,0,,0.0,True,1,0,False,5,0.011126034644498536
linear,1.0,0.4516600804668903,0.8284470465285838,2,0,,0.0,True,1,0,False,5,0.022252069288997072
linear,0.02,2.4112251215433904,5.458653865288602,3,0,,0.0,True,1,0,False,5,0.000502228546283403
linear,0.05,2.411225121543389,5.458653865288603,3,0,,0.0,True,1,0,False,5,0.0012555713657085076
linear,0.1,2.4112251215433815,5.458653865288607,3,0,,0.0,True,1,0,False,5,0.002511142731417015
linear,0.2,2.4112251215433487,5.458653865288625,3,0,,0.0,True,1,0,False,5,0.00502228546283403
linear,0.35,2.411225121543562,5.458653865288507,3,0,,0.0,True,1,0,False,5,0.008788999559959551
linear,0.5,2.411225121543433,5.458653865288578,3,0,,0.0,True,1,0,False,5,0.012555713657085075
linear,1.0,2.4112251215417433,5.458653865289522,3,0,,0.0,True,1,0,True,5,0.02511142731417015
linear,0.02,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.0004973015465257448
linear,0.05,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.001243253866314362
linear,0.1,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.002486507732628724
linear,0.2,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.004973015465257448
linear,0.35,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.008702777064200534
linear,0.5,1.7065262801826013,2.5791628039771357,4,0,,0.0,True,1,0,False,5,0.01243253866314362
linear,1.0,1.7065262801826009,2.5791628039771357,4,0,,0.0,True,1,0,True,5,0.02486507732628724
linear,0.02,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,True,5,0.0003946496311164591
linear,0.05,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.0009866240777911478
linear,0.1,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.0019732481555822957
linear,0.2,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.003946496311164591
linear,0.35,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.006906368544538034
linear,0.5,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.009866240777911478
linear,1.0,2.099878934058534,3.047253126869972,5,0,,0.0,True,1,0,False,5,0.019732481555822957
linear,0.02,1.4308645555837418,1.427660372305308,6,0,,0.0,True,1,0,False,5,0.0004864802231341707
linear,0.05,1.4308195211980306,1.427595409774406,6,0,,0.0,True,1,0,False,5,0.001216200557835427
linear,0.1,1.4306588593612752,1.4273636873360864,6,0,,0.0,True,1,0,False,5,0.002432401115670854
linear,0.2,1.430018939210005,1.4264412553356127,6,0,,0.0,True,1,0,False,5,0.004864802231341708
linear,0.35,1.4282813824472176,1.4239408409994405,6,0,,0.0,True,1,0,False,5,0.008513403904847986
linear,0.5,1.4256586274290812,1.4201783842688125,6,0,,0.0,True,1,0,False,5,0.012162005578354267
linear,1.0,1.4116296840767533,1.4002986808042812,6,0,,0.0,True,1,0,True,5,0.024324011156708535
linear,0.02,3.878709304801202,3.649210039818535,7,0,,0.0,True,1,0,True,5,0.0003672873148744319
linear,0.05,3.878709322365553,3.649210018561641,7,0,,0.0,True,1,0,False,5,0.0009182182871860798
linear,0.1,3.878709385148723,3.6492099425796076,7,0,,0.0,True,1,0,False,5,0.0018364365743721595
linear,0.2,3.878709637115707,3.6492096376418055,7,0,,0.0,True,1,0,False,5,0.003672873148744319
linear,0.35,3.878710336930921,3.6492087907053237,7,0,,0.0,True,1,0,False,5,0.006427528010302558
linear,0.5,3.8787114385176538,3.649207457534365,7,0,,0.0,True,1,0,False,5,0.009182182871860798
linear,1.0,3.878718423990251,3.6491990035481487,7,0,,0.0,True,1,0,False,5,0.018364365743721595
linear,0.02,3.875770426758084,2.5701251247564905,8,0,,0.0,True,1,0,False,5,0.0005928896901839968
linear,0.05,3.875770426758084,2.5701251247564905,8,0,,0.0,True,1,0,False,5,0.0014822242254599923
linear,0.1,3.875770426758084,2.5701251247564905,8,0,,0.0,True,1,0,False,5,0.0029644484509199847
linear,0.2,3.875770426758084,2.5701251247564905,8,0,,0.0,True,1,0,False,5,0.005928896901839969
linear,0.35,3.875770426758084,2.5701251247564905,8,0,,0.0,True,1,0,False,5,0.010375569578219945
linear,0.5,3.875770426758082,2.5701251247564922,8,0,,0.0,True,1,0,False,5,0.014822242254599922
linear,1.0,3.875770426757897,2.570125124756632,8,0,,0.0,True,1,0,True,5,0.029644484509199844
linear,0.02,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.0004866137538841842
linear,0.05,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.0012165343847104606
linear,0.1,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.002433068769420921
linear,0.2,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.004866137538841842
linear,0.35,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.008515740692973221
linear,0.5,2.5931405896153903,2.836663689418233,9,0,,0.0,True,1,0,False,5,0.012165343847104604
linear,1.0,2.5931405896153894,2.8366636894182338,9,0,,0.0,True,1,0,True,5,0.024330687694209208
log,0.02,5.893972411014462,13.270605415258096,0,0,,0.0237,True,20,0,False,5,0.0010311087028159528
log,0.05,5.891250102912812,13.264508593615272,0,0,,0.02025,True,20,0,False,5,0.0025777717570398817
log,0.1,5.88156865664583,13.242826675085881,0,0,,0.0224,True,20,0,False,5,0.005155543514079763
log,0.2,5.843473905896889,13.15751921109075,0,0,,0.02055,True,20,0,False,5,0.010311087028159527
log,0.35,5.743659990378405,12.934061810936775,0,0,,0.02165,True,20,0,False,5,0.018044402299279172
log,0.5,5.602314042260604,12.617810568400808,0,0,,0.0212,True,20,0,False,5,0.025777717570398817
log,1.0,4.994753393655377,11.26163704813826,0,0,,0.0213,True,20,0,True,5,0.051555435140797634
log,0.02,6.952907411922872,14.850011488244935,10,0,,0.0,True,12,0,True,5,0.0010067217254701249
log,0.05,6.952921328092957,14.85000336369718,10,0,,0.0,True,12,0,False,5,0.0025168043136753124
log,0.1,6.952971028466291,14.84997435573339,10,0,,0.0,True,12,0,False,5,0.005033608627350625
log,0.2,6.953169669653706,14.849858539913253,10,0,,0.0,True,12,0,False,5,0.01006721725470125
log,0.35,6.953711009760829,14.849543925629058,10,0,,0.0,True,13,0,False,5,0.017617630195727187
log,0.5,6.954516085133595,14.849079003274447,10,0,,0.0,True,14,0,False,5,0.025168043136753124
log,1.0,6.957847583125753,14.847274597019242,10,0,,0.0,True,16,0,False,5,0.05033608627350625
